,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_2-6-17_113
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 2/13/2017 9:53:41
,     Stop Time: ~2/23/2017 9:53:41


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:05:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:06:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:07:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:08:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:09:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:10:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:11:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:12:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:13:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:14:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:15:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.05,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.13,10.74,


 16:16:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:17:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:18:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:19:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:20:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:21:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:22:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:23:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:24:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:25:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:26:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:27:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:28:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:29:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:30:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:31:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:32:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:33:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.14,10.74,


 16:34:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:35:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:36:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:37:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:38:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:39:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:40:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:41:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:42:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:43:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:44:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:45:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:46:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:47:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:48:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:49:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.19,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
Total Counts,0.26,0.00,0.13,7.97,3.71,0.05,0.68,0.38,0.59,0.74,0.30,1.26,0.05,1.03,0.16,10.74,


 16:50:48
Interval Count,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,0.11,0.00,0.05,3.27,1.48,0.02,0.27,0.15,0.24,0.29,0.12,0.51,0.02,0.41,0.06,4.29,
