,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_2-6-17_113
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 2/13/2017 9:53:41
,     Stop Time: ~2/23/2017 9:53:41


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Total Counts,62806.34,45082.86,45946.49,52585.30,43961.64,48977.47,50380.32,62815.33,43368.41,4213.28,61449.39,2660.97,42613.13,55907.09,59476.80,47361.50,


 4:46:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.38,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.95,
Distance,25122.54,18033.14,18378.59,21034.12,17584.66,19590.99,20152.13,25137.89,17347.36,1685.31,24579.76,1064.39,17045.25,22362.84,23790.72,18965.55,
Total Counts,62806.34,45082.86,45946.49,52585.30,43961.64,48977.47,50380.32,62844.72,43368.41,4213.28,61449.39,2660.97,42613.13,55907.09,59476.80,47413.88,


 4:47:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,1.42,49.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.58,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.56,19.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.22,
Distance,25122.54,18033.14,18378.59,21034.12,17584.66,19590.99,20152.69,25157.67,17347.36,1685.31,24579.76,1064.39,17045.25,22362.84,23790.72,18981.78,
Total Counts,62806.34,45082.86,45946.49,52585.30,43961.64,48977.47,50381.74,62894.17,43368.41,4213.28,61449.39,2660.97,42613.13,55907.09,59476.80,47454.46,


 4:48:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.83,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.74,
Distance,25122.54,18033.14,18378.59,21034.12,17584.66,19590.99,20152.69,25178.82,17347.36,1685.31,24579.76,1064.39,17045.25,22362.84,23790.72,18988.52,
Total Counts,62806.34,45082.86,45946.49,52585.30,43961.64,48977.47,50381.74,62947.04,43368.41,4213.28,61449.39,2660.97,42613.13,55907.09,59476.80,47471.29,


 4:49:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.26,0.00,41.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.38,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.10,0.00,16.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.95,
Distance,25122.54,18033.14,18378.59,21034.12,17584.66,19591.09,20152.69,25195.41,17347.36,1685.31,24579.76,1064.39,17045.25,22362.84,23790.72,19009.47,
Total Counts,62806.34,45082.86,45946.49,52585.30,43961.64,48977.74,50381.74,62988.53,43368.41,4213.28,61449.39,2660.97,42613.13,55907.09,59476.80,47523.67,


 4:50:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.07,0.00,0.00,0.00,0.00,0.00,6.32,0.00,52.38,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.22,0.00,0.00,0.00,0.00,0.00,2.52,0.00,20.94,
Distance,25122.54,18033.14,18378.59,21034.12,17584.66,19591.09,20152.69,25204.64,17347.36,1685.31,24579.76,1064.39,17045.25,22365.36,23790.72,19030.42,
Total Counts,62806.34,45082.86,45946.49,52585.30,43961.64,48977.74,50381.74,63011.59,43368.41,4213.28,61449.39,2660.97,42613.13,55913.41,59476.80,47576.05,


 4:51:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.51,0.07,0.00,0.11,0.00,0.00,10.04,0.00,20.53,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.99,0.03,0.00,0.04,0.00,0.00,4.02,0.00,8.21,
Distance,25122.54,18033.14,18378.59,21034.12,17584.66,19591.09,20152.69,25221.64,17347.39,1685.31,24579.80,1064.39,17045.25,22369.38,23790.72,19038.63,
Total Counts,62806.34,45082.86,45946.49,52585.30,43961.64,48977.74,50381.74,63054.11,43368.47,4213.28,61449.50,2660.97,42613.13,55923.45,59476.80,47596.58,


 4:52:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59.91,0.12,0.00,0.00,0.00,0.00,18.71,0.00,0.12,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.99,0.05,0.00,0.00,0.00,0.00,7.48,0.00,0.05,
Distance,25122.54,18033.14,18378.59,21034.12,17584.66,19591.09,20152.69,25245.61,17347.44,1685.31,24579.80,1064.39,17045.25,22376.86,23790.72,19038.68,
Total Counts,62806.34,45082.86,45946.49,52585.30,43961.64,48977.74,50381.74,63114.01,43368.59,4213.28,61449.50,2660.97,42613.13,55942.16,59476.80,47596.70,


 4:53:17
Interval Count,0.00,22.71,0.00,0.00,0.00,0.00,0.84,39.43,0.00,0.00,0.00,10.50,0.00,42.57,0.00,0.00,
Average m/min.,0.00,9.09,0.00,0.00,0.00,0.00,0.34,15.75,0.00,0.00,0.00,4.20,0.00,17.03,0.00,0.00,
Distance,25122.54,18042.23,18378.59,21034.12,17584.66,19591.09,20153.03,25261.38,17347.44,1685.31,24579.80,1068.59,17045.25,22393.89,23790.72,19038.68,
Total Counts,62806.34,45105.57,45946.49,52585.30,43961.64,48977.74,50382.58,63153.45,43368.59,4213.28,61449.50,2671.47,42613.13,55984.72,59476.80,47596.70,


 4:54:17
Interval Count,0.00,25.91,0.00,0.00,0.00,0.00,0.00,65.47,0.00,0.00,0.00,1.82,0.00,0.01,0.00,0.00,
Average m/min.,0.00,10.36,0.00,0.00,0.00,0.00,0.00,26.21,0.00,0.00,0.00,0.73,0.00,0.00,0.00,0.00,
Distance,25122.54,18052.59,18378.59,21034.12,17584.66,19591.09,20153.03,25287.57,17347.44,1685.31,24579.80,1069.32,17045.25,22393.89,23790.72,19038.68,
Total Counts,62806.34,45131.47,45946.49,52585.30,43961.64,48977.74,50382.58,63218.92,43368.59,4213.28,61449.50,2673.29,42613.13,55984.74,59476.80,47596.70,


 4:55:17
Interval Count,0.00,23.12,0.00,0.00,0.00,0.00,0.00,61.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,9.24,0.00,0.00,0.00,0.00,0.00,24.68,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,25122.54,18061.84,18378.59,21034.12,17584.66,19591.09,20153.03,25312.29,17347.44,1685.31,24579.80,1069.32,17045.25,22393.89,23790.72,19038.68,
Total Counts,62806.34,45154.59,45946.49,52585.30,43961.64,48977.74,50382.58,63280.72,43368.59,4213.28,61449.50,2673.29,42613.13,55984.74,59476.80,47596.70,


 4:56:17
Interval Count,0.00,48.54,0.00,0.00,0.00,0.00,0.00,41.04,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,
Average m/min.,0.00,19.41,0.00,0.00,0.00,0.00,0.00,16.44,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,
Distance,25122.54,18081.25,18378.59,21034.12,17584.66,19591.09,20153.03,25328.71,17347.44,1685.31,24579.80,1069.32,17045.25,22393.93,23790.72,19038.68,
Total Counts,62806.34,45203.13,45946.49,52585.30,43961.64,48977.74,50382.58,63321.76,43368.59,4213.28,61449.50,2673.29,42613.13,55984.83,59476.80,47596.70,


 4:57:17
Interval Count,0.18,30.18,6.97,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,54.50,0.00,29.96,
Average m/min.,0.07,12.08,2.79,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,21.79,0.00,11.97,
Distance,25122.61,18093.33,18381.38,21034.12,17584.66,19591.09,20153.06,25328.71,17347.44,1685.31,24579.80,1069.32,17045.25,22415.73,23790.72,19050.66,
Total Counts,62806.53,45233.32,45953.46,52585.30,43961.64,48977.74,50382.66,63321.76,43368.59,4213.28,61449.50,2673.29,42613.13,56039.33,59476.80,47626.66,


 4:58:17
Interval Count,0.09,0.00,42.46,0.00,0.00,0.00,0.12,0.00,0.00,0.00,2.87,0.00,0.00,37.22,0.00,53.39,
Average m/min.,0.04,0.00,16.99,0.00,0.00,0.00,0.05,0.00,0.00,0.00,1.15,0.00,0.00,14.89,0.00,21.35,
Distance,25122.65,18093.33,18398.37,21034.12,17584.66,19591.09,20153.11,25328.71,17347.44,1685.31,24580.95,1069.32,17045.25,22430.62,23790.72,19072.02,
Total Counts,62806.62,45233.32,45995.92,52585.30,43961.64,48977.74,50382.78,63321.76,43368.59,4213.28,61452.37,2673.29,42613.13,56076.55,59476.80,47680.05,


 4:59:17
Interval Count,0.68,0.00,51.49,0.00,0.00,0.00,0.04,0.00,9.58,0.00,53.97,0.00,0.00,56.37,0.79,12.42,
Average m/min.,0.27,0.00,20.59,0.00,0.00,0.00,0.02,0.00,3.83,0.00,21.59,0.00,0.00,22.55,0.32,4.97,
Distance,25122.92,18093.33,18418.96,21034.12,17584.66,19591.09,20153.13,25328.71,17351.27,1685.31,24602.54,1069.32,17045.25,22453.17,23791.04,19076.99,
Total Counts,62807.30,45233.32,46047.41,52585.30,43961.64,48977.74,50382.82,63321.76,43378.17,4213.28,61506.34,2673.29,42613.13,56132.92,59477.59,47692.47,


 5:00:17
Interval Count,0.00,0.00,56.45,0.00,0.00,0.00,0.00,0.00,25.04,0.00,54.24,0.00,0.00,62.32,21.25,9.43,
Average m/min.,0.00,0.00,22.57,0.00,0.00,0.00,0.00,0.00,10.01,0.00,21.70,0.00,0.00,24.91,8.49,3.77,
Distance,25122.92,18093.33,18441.54,21034.12,17584.66,19591.09,20153.13,25328.71,17361.28,1685.31,24624.23,1069.32,17045.25,22478.09,23799.54,19080.76,
Total Counts,62807.30,45233.32,46103.86,52585.30,43961.64,48977.74,50382.82,63321.76,43403.21,4213.28,61560.58,2673.29,42613.13,56195.24,59498.84,47701.91,


 5:01:17
Interval Count,0.00,0.00,70.67,0.00,0.00,31.64,0.00,25.70,0.00,0.00,60.05,0.00,0.00,61.68,8.91,43.50,
Average m/min.,0.00,0.00,28.27,0.00,0.00,12.65,0.00,10.26,0.00,0.00,23.99,0.00,0.00,24.67,3.56,17.39,
Distance,25122.92,18093.33,18469.81,21034.12,17584.66,19603.75,20153.13,25338.98,17361.28,1685.31,24648.25,1069.32,17045.25,22502.77,23803.10,19098.16,
Total Counts,62807.30,45233.32,46174.53,52585.30,43961.64,49009.38,50382.82,63347.46,43403.21,4213.28,61620.63,2673.29,42613.13,56256.92,59507.75,47745.41,


 5:02:17
Interval Count,0.00,0.00,15.67,0.00,0.00,39.57,0.00,37.57,0.00,0.00,58.45,0.00,0.00,25.25,22.82,50.88,
Average m/min.,0.00,0.00,6.27,0.00,0.00,15.84,0.00,15.05,0.00,0.00,23.39,0.00,0.00,10.10,9.13,20.36,
Distance,25122.92,18093.33,18476.08,21034.12,17584.66,19619.58,20153.13,25354.01,17361.28,1685.31,24671.63,1069.32,17045.25,22512.87,23812.23,19118.52,
Total Counts,62807.30,45233.32,46190.20,52585.30,43961.64,49048.95,50382.82,63385.03,43403.21,4213.28,61679.08,2673.29,42613.13,56282.17,59530.57,47796.29,


 5:03:17
Interval Count,0.00,0.00,19.32,0.00,0.00,42.13,0.00,43.66,0.00,0.00,1.36,0.00,0.00,66.04,5.37,53.84,
Average m/min.,0.00,0.00,7.73,0.00,0.00,16.83,0.00,17.44,0.00,0.00,0.54,0.00,0.00,26.41,2.14,21.52,
Distance,25122.92,18093.33,18483.81,21034.12,17584.66,19636.43,20153.13,25371.47,17361.28,1685.31,24672.17,1069.32,17045.25,22539.28,23814.37,19140.05,
Total Counts,62807.30,45233.32,46209.51,52585.30,43961.64,49091.08,50382.82,63428.68,43403.21,4213.28,61680.43,2673.29,42613.13,56348.21,59535.93,47850.13,


 5:04:17
Interval Count,0.00,0.00,67.78,0.00,0.00,39.66,0.00,12.70,0.00,0.00,0.03,0.00,0.00,65.57,0.00,32.43,
Average m/min.,0.00,0.00,27.11,0.00,0.00,15.86,0.00,5.08,0.00,0.00,0.01,0.00,0.00,26.22,0.00,12.98,
Distance,25122.92,18093.33,18510.92,21034.12,17584.66,19652.29,20153.13,25376.55,17361.28,1685.31,24672.18,1069.32,17045.25,22565.51,23814.37,19153.03,
Total Counts,62807.30,45233.32,46277.29,52585.30,43961.64,49130.74,50382.82,63441.38,43403.21,4213.28,61680.46,2673.29,42613.13,56413.78,59535.93,47882.57,


 5:05:17
Interval Count,0.00,3.20,65.64,0.00,0.00,53.24,0.00,1.43,0.00,0.00,1.05,0.00,0.00,51.75,0.00,0.11,
Average m/min.,0.00,1.28,26.25,0.00,0.00,21.31,0.00,0.58,0.00,0.00,0.43,0.00,0.00,20.70,0.00,0.04,
Distance,25122.92,18094.61,18537.17,21034.12,17584.66,19673.59,20153.13,25377.13,17361.28,1685.31,24672.61,1069.32,17045.25,22586.21,23814.37,19153.07,
Total Counts,62807.30,45236.51,46342.93,52585.30,43961.64,49183.97,50382.82,63442.82,43403.21,4213.28,61681.51,2673.29,42613.13,56465.53,59535.93,47882.67,


 5:06:17
Interval Count,0.00,21.64,67.12,0.00,0.00,18.63,0.00,0.00,0.00,0.00,47.38,0.00,0.00,52.21,0.00,17.88,
Average m/min.,0.00,8.64,26.83,0.00,0.00,7.44,0.00,0.00,0.00,0.00,18.93,0.00,0.00,20.87,0.00,7.14,
Distance,25122.92,18103.26,18564.02,21034.12,17584.66,19681.04,20153.13,25377.13,17361.28,1685.31,24691.56,1069.32,17045.25,22607.09,23814.37,19160.22,
Total Counts,62807.30,45258.16,46410.05,52585.30,43961.64,49202.61,50382.82,63442.82,43403.21,4213.28,61728.89,2673.29,42613.13,56517.74,59535.93,47900.55,


 5:07:17
Interval Count,0.00,23.70,81.62,0.00,0.00,0.00,0.00,0.41,0.00,0.00,62.62,0.00,0.00,30.55,0.00,51.33,
Average m/min.,0.00,9.48,32.66,0.00,0.00,0.00,0.00,0.16,0.00,0.00,25.04,0.00,0.00,12.23,0.00,20.54,
Distance,25122.92,18112.74,18596.67,21034.12,17584.66,19681.04,20153.13,25377.29,17361.28,1685.31,24716.61,1069.32,17045.25,22619.32,23814.37,19180.75,
Total Counts,62807.30,45281.86,46491.67,52585.30,43961.64,49202.61,50382.82,63443.22,43403.21,4213.28,61791.51,2673.29,42613.13,56548.29,59535.93,47951.88,


 5:08:17
Interval Count,0.00,44.72,65.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,63.37,0.00,0.00,0.00,0.00,27.53,
Average m/min.,0.00,17.88,26.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.36,0.00,0.00,0.00,0.00,11.01,
Distance,25122.92,18130.63,18622.81,21034.12,17584.66,19681.04,20153.13,25377.29,17361.28,1685.31,24741.95,1069.32,17045.25,22619.32,23814.37,19191.76,
Total Counts,62807.30,45326.58,46557.01,52585.30,43961.64,49202.61,50382.82,63443.22,43403.21,4213.28,61854.88,2673.29,42613.13,56548.29,59535.93,47979.41,


 5:09:17
Interval Count,0.00,40.21,37.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57.55,0.00,0.00,0.00,0.00,50.61,
Average m/min.,0.00,16.08,14.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,20.24,
Distance,25122.92,18146.72,18637.74,21034.12,17584.66,19681.04,20153.13,25377.29,17361.28,1685.31,24764.97,1069.32,17045.25,22619.32,23814.37,19212.01,
Total Counts,62807.30,45366.79,46594.36,52585.30,43961.64,49202.61,50382.82,63443.22,43403.21,4213.28,61912.43,2673.29,42613.13,56548.29,59535.93,48030.01,


 5:10:17
Interval Count,0.00,45.47,64.97,0.00,0.00,0.00,0.00,0.14,0.00,0.00,59.32,0.00,0.00,0.00,0.00,16.89,
Average m/min.,0.00,18.19,26.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,23.73,0.00,0.00,0.00,0.00,6.75,
Distance,25122.92,18164.91,18663.73,21034.12,17584.66,19681.04,20153.13,25377.35,17361.28,1685.31,24788.70,1069.32,17045.25,22619.32,23814.37,19218.76,
Total Counts,62807.30,45412.26,46659.33,52585.30,43961.64,49202.61,50382.82,63443.37,43403.21,4213.28,61971.75,2673.29,42613.13,56548.29,59535.93,48046.91,


 5:11:17
Interval Count,0.00,44.17,68.66,0.00,0.00,0.00,0.29,0.76,0.00,0.00,63.07,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,17.65,27.44,0.00,0.00,0.00,0.11,0.30,0.00,0.00,25.24,0.00,0.00,0.00,0.00,0.00,
Distance,25122.92,18182.57,18691.19,21034.12,17584.66,19681.04,20153.24,25377.65,17361.28,1685.31,24813.93,1069.32,17045.25,22619.32,23814.37,19218.76,
Total Counts,62807.30,45456.43,46727.99,52585.30,43961.64,49202.61,50383.11,63444.13,43403.21,4213.28,62034.82,2673.29,42613.13,56548.29,59535.93,48046.91,


 5:12:17
Interval Count,0.00,16.26,73.82,0.00,0.00,28.00,9.05,0.58,0.00,0.00,30.64,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,6.51,29.53,0.00,0.00,11.19,3.62,0.23,0.00,0.00,12.24,0.00,0.00,0.00,0.00,0.00,
Distance,25122.92,18189.08,18720.72,21034.12,17584.66,19692.24,20156.86,25377.88,17361.28,1685.31,24826.18,1069.32,17045.25,22619.32,23814.37,19218.76,
Total Counts,62807.30,45472.70,46801.80,52585.30,43961.64,49230.61,50392.16,63444.71,43403.21,4213.28,62065.46,2673.29,42613.13,56548.29,59535.93,48046.91,


 5:13:17
Interval Count,0.00,31.41,0.03,0.00,0.00,47.93,44.59,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,12.56,0.01,0.00,0.00,19.20,17.86,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,25122.92,18201.64,18720.73,21034.12,17584.66,19711.42,20174.70,25378.02,17361.28,1685.31,24826.18,1069.32,17045.25,22619.32,23814.37,19218.76,
Total Counts,62807.30,45504.11,46801.83,52585.30,43961.64,49278.54,50436.75,63445.04,43403.21,4213.28,62065.46,2673.29,42613.13,56548.29,59535.93,48046.91,


 5:14:17
Interval Count,0.00,41.08,72.05,0.00,0.00,52.96,52.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,16.42,28.80,0.00,0.00,21.17,21.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,25122.92,18218.07,18749.55,21034.12,17584.66,19732.60,20195.84,25378.02,17361.28,1685.31,24826.18,1069.32,17045.25,22619.32,23814.37,19218.76,
Total Counts,62807.30,45545.18,46873.88,52585.30,43961.64,49331.50,50489.59,63445.04,43403.21,4213.28,62065.46,2673.29,42613.13,56548.29,59535.93,48046.91,


 5:15:17
Interval Count,0.00,26.75,50.01,0.00,0.00,16.49,17.01,1.66,0.00,9.63,1.68,0.00,0.00,0.00,5.17,0.00,
Average m/min.,0.00,10.70,20.01,0.00,0.00,6.59,6.79,0.66,0.00,3.85,0.68,0.00,0.00,0.00,2.07,0.00,
Distance,25122.92,18228.77,18769.56,21034.12,17584.66,19739.19,20202.64,25378.68,17361.28,1689.16,24826.86,1069.32,17045.25,22619.32,23816.44,19218.76,
Total Counts,62807.30,45571.93,46923.89,52585.30,43961.64,49347.99,50506.61,63446.70,43403.21,4222.91,62067.14,2673.29,42613.13,56548.29,59541.11,48046.91,


 5:16:17
Interval Count,0.00,30.18,76.67,0.00,0.00,0.00,49.91,0.16,0.00,10.46,0.30,0.00,0.00,0.64,44.57,0.17,
Average m/min.,0.00,12.08,30.67,0.00,0.00,0.00,19.99,0.06,0.00,4.19,0.12,0.00,0.00,0.25,17.83,0.07,
Distance,25122.92,18240.85,18800.23,21034.12,17584.66,19739.19,20222.61,25378.74,17361.28,1693.35,24826.98,1069.32,17045.25,22619.57,23834.27,19218.83,
Total Counts,62807.30,45602.12,47000.57,52585.30,43961.64,49347.99,50556.51,63446.86,43403.21,4233.37,62067.45,2673.29,42613.13,56548.93,59585.67,48047.08,


 5:17:17
Interval Count,0.00,43.25,0.17,0.00,0.00,0.00,56.00,0.00,10.21,1.82,0.00,0.00,0.00,0.53,43.97,13.57,
Average m/min.,0.00,17.29,0.06,0.00,0.00,0.00,22.38,0.00,4.09,0.72,0.00,0.00,0.00,0.21,17.57,5.42,
Distance,25122.92,18258.15,18800.29,21034.12,17584.66,19739.19,20245.01,25378.74,17365.37,1694.07,24826.98,1069.32,17045.25,22619.78,23851.86,19224.26,
Total Counts,62807.30,45645.37,47000.74,52585.30,43961.64,49347.99,50612.51,63446.86,43413.42,4235.18,62067.45,2673.29,42613.13,56549.46,59629.64,48060.64,


 5:18:17
Interval Count,0.00,20.50,0.00,0.00,0.00,0.00,58.17,0.00,51.24,0.00,0.00,0.00,0.00,0.04,9.66,0.32,
Average m/min.,0.00,8.20,0.00,0.00,0.00,0.00,23.24,0.00,20.47,0.00,0.00,0.00,0.00,0.02,3.86,0.12,
Distance,25122.92,18266.35,18800.29,21034.12,17584.66,19739.19,20268.27,25378.74,17385.86,1694.07,24826.98,1069.32,17045.25,22619.80,23855.72,19224.38,
Total Counts,62807.30,45665.87,47000.74,52585.30,43961.64,49347.99,50670.68,63446.86,43464.66,4235.18,62067.45,2673.29,42613.13,56549.50,59639.30,48060.96,


 5:19:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,49.14,0.00,56.45,0.00,0.00,0.00,0.00,12.95,20.54,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,19.68,0.00,22.60,0.00,0.00,0.00,0.00,5.18,8.22,0.00,
Distance,25122.92,18266.35,18800.29,21034.12,17584.66,19739.19,20287.93,25378.74,17408.44,1694.07,24826.98,1069.32,17045.25,22624.98,23863.94,19224.38,
Total Counts,62807.30,45665.87,47000.74,52585.30,43961.64,49347.99,50719.83,63446.86,43521.11,4235.18,62067.45,2673.29,42613.13,56562.45,59659.84,48060.96,


 5:20:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,56.36,0.00,40.16,0.00,0.12,0.00,0.00,46.24,15.43,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,22.51,0.00,16.06,0.00,0.05,0.00,0.00,18.48,6.16,0.00,
Distance,25122.92,18266.35,18800.29,21034.12,17584.66,19739.19,20310.47,25378.74,17424.51,1694.07,24827.03,1069.32,17045.25,22643.47,23870.11,19224.38,
Total Counts,62807.30,45665.87,47000.74,52585.30,43961.64,49347.99,50776.18,63446.86,43561.26,4235.18,62067.57,2673.29,42613.13,56608.68,59675.28,48060.96,


 5:21:17
Interval Count,0.00,0.00,0.07,0.00,0.00,0.00,52.82,0.00,61.05,0.00,7.13,0.00,0.00,26.21,27.82,0.00,
Average m/min.,0.00,0.00,0.03,0.00,0.00,0.00,21.13,0.00,24.41,0.00,2.85,0.00,0.00,10.49,11.13,0.00,
Distance,25122.92,18266.35,18800.32,21034.12,17584.66,19739.19,20331.60,25378.74,17448.93,1694.07,24829.88,1069.32,17045.25,22653.96,23881.24,19224.38,
Total Counts,62807.30,45665.87,47000.80,52585.30,43961.64,49347.99,50829.00,63446.86,43622.32,4235.18,62074.70,2673.29,42613.13,56634.89,59703.09,48060.96,


 5:22:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,48.33,0.00,43.05,0.00,58.88,0.00,0.00,45.80,0.09,0.01,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,19.34,0.00,17.23,0.00,23.55,0.00,0.00,18.31,0.03,0.01,
Distance,25122.92,18266.35,18800.32,21034.12,17584.66,19739.19,20350.93,25378.74,17466.15,1694.07,24853.43,1069.32,17045.25,22672.28,23881.27,19224.39,
Total Counts,62807.30,45665.87,47000.80,52585.30,43961.64,49347.99,50877.33,63446.86,43665.37,4235.18,62133.58,2673.29,42613.13,56680.70,59703.18,48060.97,


 5:23:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,44.47,0.00,0.18,0.00,61.45,0.00,0.00,52.41,41.00,0.24,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,17.77,0.00,0.07,0.00,24.57,0.00,0.00,20.95,16.39,0.09,
Distance,25122.92,18266.35,18800.32,21034.12,17584.66,19739.19,20368.72,25378.74,17466.22,1694.07,24878.01,1069.32,17045.25,22693.24,23897.67,19224.48,
Total Counts,62807.30,45665.87,47000.80,52585.30,43961.64,49347.99,50921.80,63446.86,43665.55,4235.18,62195.03,2673.29,42613.13,56733.11,59744.18,48061.21,


 5:24:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,46.58,0.00,4.58,8.92,42.87,0.00,0.00,48.11,47.51,0.57,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,18.63,0.00,1.83,3.57,17.14,0.00,0.00,19.24,19.02,0.23,
Distance,25122.92,18266.35,18800.32,21034.12,17584.66,19739.19,20387.35,25378.74,17468.05,1697.64,24895.16,1069.32,17045.25,22712.48,23916.68,19224.71,
Total Counts,62807.30,45665.87,47000.80,52585.30,43961.64,49347.99,50968.38,63446.86,43670.13,4244.11,62237.89,2673.29,42613.13,56781.21,59791.70,48061.78,


 5:25:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.39,50.78,0.00,54.46,6.13,54.17,0.00,0.00,0.12,52.74,0.14,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.16,20.32,0.00,21.80,2.45,21.67,0.00,0.00,0.05,21.08,0.06,
Distance,25122.92,18266.35,18800.32,21034.12,17584.66,19739.35,20407.66,25378.74,17489.84,1700.09,24916.83,1069.32,17045.25,22712.53,23937.77,19224.77,
Total Counts,62807.30,45665.87,47000.80,52585.30,43961.64,49348.38,51019.16,63446.86,43724.59,4250.24,62292.07,2673.29,42613.13,56781.33,59844.43,48061.92,


 5:26:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,50.86,0.00,55.46,5.68,55.30,0.00,0.00,0.00,28.71,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,20.33,0.00,22.16,2.28,22.11,0.00,0.00,0.00,11.48,0.00,
Distance,25122.92,18266.35,18800.32,21034.12,17584.66,19739.35,20428.01,25378.74,17512.02,1702.37,24938.95,1069.32,17045.25,22712.53,23949.26,19224.77,
Total Counts,62807.30,45665.87,47000.80,52585.30,43961.64,49348.38,51070.01,63446.86,43780.05,4255.92,62347.37,2673.29,42613.13,56781.33,59873.14,48061.92,


 5:27:17
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,4.22,0.00,44.66,5.55,58.51,0.00,0.00,0.00,1.03,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,1.68,0.00,17.85,2.22,23.39,0.00,0.00,0.00,0.41,0.00,
