Test	Animal	Treatment	Code	Stage	Trial	Apparatus	Segment of test	Duration	Distance	Mean speed	Line crossings	Max speed	A : entries	A : time	A : distance	A : average speed	A : mean visit	A : mean distance to border	A : time getting closer to zone	A : time getting further from zone	B : entries	B : time	B : distance	B : average speed	B : mean visit	B : mean distance to border	B : time getting closer to zone	B : time getting further from zone	C : entries	C : time	C : distance	C : average speed	C : mean visit	C : mean distance to border	C : time getting closer to zone	C : time getting further from zone	A0 : entries	A0 : time	A0 : mean distance to border	A0 : time getting closer to zone	A0 : time getting further from zone	Center : entries	Center : time	Center : time getting closer to zone	Center : time getting further from zone	Group
14	14	A	A	First stage	1	Y Maze Wolff	181 - 182 secs.	1.0	0.178	0.178	2	0.218	0	0.0	0.000				0.2	0.8	0	0.1	0.029	0.000	0.1	0.008	0.0	0.9	1	0.5	0.093	0.228	0.5	0.024	0.4	0.0	0	0.0		0.2	0.7	1	0.5	0.0	0.5	Sham
14	14	A	A	First stage	1	Y Maze Wolff	182 - 183 secs.	1.0	0.063	0.063	0	0.146	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.1	0.8	0	1.0	0.063	0.080	1.0	0.034	0.0	0.0	0	0.0		0.1	0.8	0	0.0	0.1	0.8	Sham
14	14	A	A	First stage	1	Y Maze Wolff	183 - 184 secs.	1.0	0.080	0.080	0	0.166	0	0.0	0.000				0.1	0.9	0	0.0	0.000				0.1	0.9	0	1.0	0.080	0.084	1.0	0.039	0.0	0.0	0	0.0		0.1	0.9	0	0.0	0.1	0.9	Sham
14	14	A	A	First stage	1	Y Maze Wolff	184 - 185 secs.	1.0	0.068	0.068	0	0.084	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	1.0	0.068	0.062	1.0	0.035	0.0	0.0	0	0.0		0.1	0.8	0	0.0	0.0	0.9	Sham
14	14	A	A	First stage	1	Y Maze Wolff	185 - 186 secs.	1.0	0.000	0.000	0	0.046	0	0.0	0.000				0.2	0.7	0	0.0	0.000				0.2	0.7	0	1.0	0.000	0.023	1.0	0.037	0.0	0.0	0	0.0		0.4	0.6	0	0.0	0.2	0.7	Sham
14	14	A	A	First stage	1	Y Maze Wolff	186 - 187 secs.	1.0	0.027	0.027	0	0.058	0	0.0	0.000				0.4	0.4	0	0.0	0.000				0.4	0.4	0	1.0	0.027	0.031	1.0	0.030	0.0	0.0	0	0.0		0.3	0.5	0	0.0	0.4	0.4	Sham
14	14	A	A	First stage	1	Y Maze Wolff	187 - 188 secs.	1.0	0.000	0.000	0	0.048	0	0.0	0.000				0.2	0.3	0	0.0	0.000				0.2	0.3	0	1.0	0.000	0.000	1.0	0.030	0.0	0.0	0	0.0		0.1	0.4	0	0.0	0.2	0.3	Sham
14	14	A	A	First stage	1	Y Maze Wolff	188 - 189 secs.	1.0	0.000	0.000	0	0.026	0	0.0	0.000				0.5	0.3	0	0.0	0.000				0.5	0.3	0	1.0	0.000	0.027	1.0	0.034	0.0	0.0	0	0.0		0.5	0.3	0	0.0	0.5	0.3	Sham
14	14	A	A	First stage	1	Y Maze Wolff	189 - 190 secs.	1.0	0.024	0.024	0	0.029	0	0.0	0.000				0.5	0.4	0	0.0	0.000				0.5	0.4	0	1.0	0.024	0.026	1.0	0.033	0.0	0.0	0	0.0		0.5	0.4	0	0.0	0.5	0.4	Sham
14	14	A	A	First stage	1	Y Maze Wolff	190 - 191 secs.	1.0	0.048	0.048	0	0.090	0	0.0	0.000				0.8	0.1	0	0.0	0.000				0.8	0.1	0	1.0	0.048	0.128	1.0	0.030	0.0	0.0	0	0.0		0.8	0.1	0	0.0	0.8	0.1	Sham
14	14	A	A	First stage	1	Y Maze Wolff	191 - 192 secs.	1.0	0.245	0.245	0	0.367	0	0.0	0.000				1.0	0.0	0	0.0	0.000				1.0	0.0	0	1.0	0.245	0.263	1.0	0.032	0.0	0.0	0	0.0		1.0	0.0	0	0.0	1.0	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	192 - 193 secs.	1.0	0.095	0.095	1	0.174	0	0.0	0.000				0.8	0.0	0	0.0	0.000				0.3	0.6	0	0.1	0.037	0.000	0.1	0.011	0.1	0.7	0	0.0		0.8	0.0	1	0.9	0.0	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	193 - 194 secs.	1.0	0.000	0.000	1	0.052	1	0.4	0.000	0.134	0.4	0.003	0.4	0.2	0	0.0	0.000				0.6	0.4	0	0.0	0.000				0.3	0.6	0	0.0		0.7	0.3	0	0.6	0.1	0.2	Sham
14	14	A	A	First stage	1	Y Maze Wolff	194 - 195 secs.	1.0	0.024	0.024	1	0.046	0	0.6	0.024	0.041	0.6	0.008	0.1	0.1	0	0.0	0.000				0.2	0.5	0	0.0	0.000				0.5	0.4	0	0.0		0.4	0.4	1	0.4	0.1	0.2	Sham
14	14	A	A	First stage	1	Y Maze Wolff	195 - 196 secs.	1.0	0.023	0.023	2	0.045	1	0.1	0.000	0.000	0.1	0.003	0.0	0.7	0	0.0	0.000				0.7	0.2	0	0.0	0.000				0.4	0.5	0	0.0		0.2	0.8	1	0.9	0.0	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	196 - 197 secs.	1.0	0.090	0.090	1	0.117	0	0.0	0.000				0.1	0.9	1	0.2	0.025	0.214	0.2	0.008	0.6	0.0	0	0.0	0.000				0.2	0.8	0	0.0		0.1	0.9	0	0.8	0.0	0.2	Sham
14	14	A	A	First stage	1	Y Maze Wolff	197 - 198 secs.	1.0	0.168	0.168	0	0.263	0	0.0	0.000				0.0	0.9	0	1.0	0.168	0.186	1.0	0.034	0.0	0.0	0	0.0	0.000				0.0	0.9	0	0.0		0.0	0.9	0	0.0	0.0	0.9	Sham
14	14	A	A	First stage	1	Y Maze Wolff	198 - 199 secs.	1.0	0.025	0.025	0	0.152	0	0.0	0.000				0.4	0.5	0	1.0	0.025	0.023	1.0	0.036	0.0	0.0	0	0.0	0.000				0.4	0.5	0	0.0		0.3	0.6	0	0.0	0.4	0.5	Sham
14	14	A	A	First stage	1	Y Maze Wolff	199 - 200 secs.	1.0	0.082	0.082	0	0.179	0	0.0	0.000				0.0	0.8	0	1.0	0.082	0.094	1.0	0.040	0.0	0.0	0	0.0	0.000				0.0	0.8	0	0.0		0.0	0.8	0	0.0	0.0	0.8	Sham
14	14	A	A	First stage	1	Y Maze Wolff	200 - 201 secs.	1.0	0.025	0.025	0	0.056	0	0.0	0.000				0.2	0.5	0	1.0	0.025	0.000	1.0	0.038	0.0	0.0	0	0.0	0.000				0.2	0.5	0	0.0		0.2	0.5	0	0.0	0.2	0.5	Sham
14	14	A	A	First stage	1	Y Maze Wolff	201 - 202 secs.	1.0	0.000	0.000	0	0.053	0	0.0	0.000				0.5	0.3	0	1.0	0.000	0.028	1.0	0.042	0.0	0.0	0	0.0	0.000				0.5	0.3	0	0.0		0.5	0.3	0	0.0	0.5	0.3	Sham
14	14	A	A	First stage	1	Y Maze Wolff	202 - 203 secs.	1.0	0.000	0.000	0	0.044	0	0.0	0.000				0.1	0.7	0	1.0	0.000	0.000	1.0	0.037	0.0	0.0	0	0.0	0.000				0.1	0.7	0	0.0		0.1	0.7	0	0.0	0.1	0.7	Sham
14	14	A	A	First stage	1	Y Maze Wolff	203 - 204 secs.	1.0	0.000	0.000	0	0.022	0	0.0	0.000				0.2	0.3	0	1.0	0.000	0.000	1.0	0.033	0.0	0.0	0	0.0	0.000				0.2	0.3	0	0.0		0.2	0.3	0	0.0	0.2	0.3	Sham
14	14	A	A	First stage	1	Y Maze Wolff	204 - 205 secs.	1.0	0.172	0.172	0	0.335	0	0.0	0.000				0.9	0.0	0	1.0	0.172	0.263	1.0	0.039	0.0	0.0	0	0.0	0.000				0.9	0.0	0	0.0		0.9	0.0	0	0.0	0.9	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	205 - 206 secs.	1.0	0.130	0.130	0	0.411	0	0.0	0.000				0.5	0.4	0	1.0	0.130	0.127	1.0	0.014	0.0	0.0	0	0.0	0.000				0.4	0.5	0	0.0		0.5	0.4	0	0.0	0.5	0.4	Sham
14	14	A	A	First stage	1	Y Maze Wolff	206 - 207 secs.	1.0	0.000	0.000	0	0.026	0	0.0	0.000				0.4	0.2	0	1.0	0.000	0.000	1.0	0.006	0.0	0.0	0	0.0	0.000				0.4	0.3	0	0.0		0.4	0.2	0	0.0	0.4	0.2	Sham
14	14	A	A	First stage	1	Y Maze Wolff	207 - 208 secs.	1.0	0.098	0.098	2	0.116	1	0.2	0.000	0.161	0.2	0.003	0.7	0.0	0	0.1	0.044	0.000	0.1	0.003	0.0	0.8	0	0.0	0.000				0.6	0.4	0	0.0		0.9	0.0	1	0.7	0.0	0.1	Sham
14	14	A	A	First stage	1	Y Maze Wolff	208 - 209 secs.	1.0	0.000	0.000	1	0.058	0	0.3	0.000	0.000	0.3	0.005	0.4	0.1	0	0.0	0.000				0.2	0.6	0	0.0	0.000				0.6	0.0	0	0.0		0.4	0.4	1	0.7	0.1	0.1	Sham
14	14	A	A	First stage	1	Y Maze Wolff	209 - 210 secs.	1.0	0.029	0.029	0	0.049	0	0.0	0.000				0.0	1.0	0	0.0	0.000				0.7	0.1	0	0.0	0.000				0.7	0.2	0	0.0		0.0	1.0	0	1.0	0.0	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	210 - 211 secs.	1.0	0.089	0.089	1	0.145	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	1	0.7	0.056	0.000	0.7	0.023	0.2	0.0	0	0.0		0.0	0.9	0	0.3	0.0	0.6	Sham
14	14	A	A	First stage	1	Y Maze Wolff	211 - 212 secs.	1.0	0.000	0.000	0	0.031	0	0.0	0.000				0.2	0.4	0	0.0	0.000				0.2	0.4	0	1.0	0.000	0.000	1.0	0.029	0.0	0.0	0	0.0		0.2	0.4	0	0.0	0.2	0.4	Sham
14	14	A	A	First stage	1	Y Maze Wolff	212 - 213 secs.	1.0	0.000	0.000	0	0.038	0	0.0	0.000				0.4	0.6	0	0.0	0.000				0.4	0.6	0	1.0	0.000	0.000	1.0	0.023	0.0	0.0	0	0.0		0.4	0.6	0	0.0	0.4	0.6	Sham
14	14	A	A	First stage	1	Y Maze Wolff	213 - 214 secs.	1.0	0.127	0.127	0	0.215	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	1.0	0.127	0.108	1.0	0.031	0.0	0.0	0	0.0		0.0	0.9	0	0.0	0.0	0.9	Sham
14	14	A	A	First stage	1	Y Maze Wolff	214 - 215 secs.	1.0	0.026	0.026	0	0.056	0	0.0	0.000				0.2	0.7	0	0.0	0.000				0.2	0.7	0	1.0	0.026	0.028	1.0	0.035	0.0	0.0	0	0.0		0.2	0.7	0	0.0	0.2	0.7	Sham
14	14	A	A	First stage	1	Y Maze Wolff	215 - 216 secs.	1.0	0.107	0.107	0	0.181	0	0.0	0.000				0.2	0.7	0	0.0	0.000				0.2	0.7	0	1.0	0.107	0.097	1.0	0.037	0.0	0.0	0	0.0		0.2	0.7	0	0.0	0.2	0.7	Sham
14	14	A	A	First stage	1	Y Maze Wolff	216 - 217 secs.	1.0	0.000	0.000	0	0.108	0	0.0	0.000				0.4	0.6	0	0.0	0.000				0.4	0.6	0	1.0	0.000	0.000	1.0	0.040	0.0	0.0	0	0.0		0.5	0.5	0	0.0	0.4	0.6	Sham
14	14	A	A	First stage	1	Y Maze Wolff	217 - 218 secs.	1.0	0.000	0.000	0	0.035	0	0.0	0.000				0.0	0.8	0	0.0	0.000				0.0	0.8	0	1.0	0.000	0.023	1.0	0.036	0.0	0.0	0	0.0		0.0	0.8	0	0.0	0.0	0.8	Sham
14	14	A	A	First stage	1	Y Maze Wolff	218 - 219 secs.	1.0	0.023	0.023	0	0.025	0	0.0	0.000				0.4	0.4	0	0.0	0.000				0.4	0.4	0	1.0	0.023	0.000	1.0	0.030	0.0	0.0	0	0.0		0.4	0.4	0	0.0	0.4	0.4	Sham
14	14	A	A	First stage	1	Y Maze Wolff	219 - 220 secs.	1.0	0.024	0.024	0	0.047	0	0.0	0.000				0.7	0.1	0	0.0	0.000				0.7	0.1	0	1.0	0.024	0.059	1.0	0.035	0.0	0.0	0	0.0		0.8	0.0	0	0.0	0.7	0.1	Sham
14	14	A	A	First stage	1	Y Maze Wolff	220 - 221 secs.	1.0	0.000	0.000	0	0.041	0	0.0	0.000				0.1	0.6	0	0.0	0.000				0.1	0.6	0	1.0	0.000	0.039	1.0	0.035	0.0	0.0	0	0.0		0.2	0.5	0	0.0	0.1	0.6	Sham
14	14	A	A	First stage	1	Y Maze Wolff	221 - 222 secs.	1.0	0.251	0.251	0	0.381	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.9	0.0	0	1.0	0.251	0.311	1.0	0.035	0.0	0.0	0	0.0		0.9	0.0	0	0.0	0.9	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	222 - 223 secs.	1.0	0.051	0.051	1	0.303	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.6	0.2	0	0.7	0.051	0.043	0.7	0.018	0.0	0.1	0	0.0		0.9	0.0	1	0.3	0.6	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	223 - 224 secs.	1.0	0.000	0.000	2	0.055	0	0.0	0.000				0.6	0.3	0	0.0	0.000				0.5	0.4	1	0.2	0.000	0.100	0.2	0.003	0.4	0.2	0	0.0		0.6	0.3	1	0.8	0.0	0.1	Sham
14	14	A	A	First stage	1	Y Maze Wolff	224 - 225 secs.	1.0	0.075	0.075	0	0.115	0	0.0	0.000				0.6	0.1	0	0.0	0.000				0.4	0.5	0	0.0	0.000				0.2	0.6	0	0.0		0.6	0.1	0	1.0	0.0	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	225 - 226 secs.	1.0	0.046	0.046	1	0.079	1	0.5	0.023	0.137	0.5	0.012	0.4	0.0	0	0.0	0.000				0.1	0.9	0	0.0	0.000				0.0	0.9	0	0.0		0.9	0.0	0	0.5	0.0	0.5	Sham
14	14	A	A	First stage	1	Y Maze Wolff	226 - 227 secs.	1.0	0.000	0.000	0	0.041	0	1.0	0.000	0.000	1.0	0.020	0.0	0.0	0	0.0	0.000				0.2	0.6	0	0.0	0.000				0.5	0.4	0	0.0		0.4	0.2	0	0.0	0.4	0.4	Sham
14	14	A	A	First stage	1	Y Maze Wolff	227 - 228 secs.	1.0	0.050	0.050	0	0.136	0	1.0	0.050	0.064	1.0	0.021	0.0	0.0	0	0.0	0.000				0.4	0.4	0	0.0	0.000				0.3	0.6	0	0.0		0.5	0.3	0	0.0	0.3	0.5	Sham
14	14	A	A	First stage	1	Y Maze Wolff	228 - 229 secs.	1.0	0.182	0.182	0	0.308	0	1.0	0.182	0.181	1.0	0.034	0.0	0.0	0	0.0	0.000				0.1	0.7	0	0.0	0.000				0.1	0.7	0	0.0		0.7	0.1	0	0.0	0.1	0.7	Sham
14	14	A	A	First stage	1	Y Maze Wolff	229 - 230 secs.	1.0	0.099	0.099	1	0.143	0	1.0	0.099	0.080	1.0	0.034	0.0	0.0	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.1	0.8	1	0.0	0.031	0.5	0.1	0	0.0	0.1	0.8	Sham
14	14	A	A	First stage	1	Y Maze Wolff	230 - 231 secs.	1.0	0.081	0.081	0	0.157	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.1	0.8	0	0.0	0.000				0.1	0.8	0	1.0	0.035	0.0	0.0	0	0.0	0.1	0.8	Sham
14	14	A	A	First stage	1	Y Maze Wolff	231 - 232 secs.	1.0	0.026	0.026	0	0.065	0	0.0	0.000				0.0	0.7	0	0.0	0.000				0.0	0.8	0	0.0	0.000				0.1	0.7	0	1.0	0.028	0.0	0.0	0	0.0	0.0	0.7	Sham
14	14	A	A	First stage	1	Y Maze Wolff	232 - 233 secs.	1.0	0.023	0.023	0	0.064	0	0.0	0.000				0.6	0.1	0	0.0	0.000				0.6	0.1	0	0.0	0.000				0.6	0.1	0	1.0	0.026	0.0	0.0	0	0.0	0.6	0.1	Sham
14	14	A	A	First stage	1	Y Maze Wolff	233 - 234 secs.	1.0	0.000	0.000	0	0.071	0	0.0	0.000				0.4	0.0	0	0.0	0.000				0.6	0.2	0	0.0	0.000				0.6	0.2	0	1.0	0.029	0.0	0.0	0	0.0	0.4	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	234 - 235 secs.	1.0	0.076	0.076	0	0.103	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.9	0.0	0	1.0	0.032	0.0	0.0	0	0.0	0.9	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	235 - 236 secs.	1.0	0.000	0.000	0	0.045	0	0.0	0.000				0.2	0.5	0	0.0	0.000				0.5	0.3	0	0.0	0.000				0.2	0.7	0	1.0	0.031	0.0	0.0	0	0.0	0.2	0.5	Sham
14	14	A	A	First stage	1	Y Maze Wolff	236 - 237 secs.	1.0	0.000	0.000	0	0.031	0	0.0	0.000				0.2	0.0	0	0.0	0.000				0.2	0.0	0	0.0	0.000				0.2	0.0	0	1.0	0.027	0.0	0.0	0	0.0	0.2	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	237 - 238 secs.	1.0	0.307	0.307	1	0.327	1	0.9	0.234	0.181	0.9	0.028	0.0	0.0	0	0.0	0.000				1.0	0.0	0	0.0	0.000				1.0	0.0	0	0.1	0.026	0.0	0.8	0	0.0	1.0	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	238 - 239 secs.	1.0	0.029	0.029	0	0.227	0	1.0	0.029	0.000	1.0	0.021	0.0	0.0	0	0.0	0.000				0.7	0.1	0	0.0	0.000				0.7	0.1	0	0.0		0.1	0.7	0	0.0	0.7	0.1	Sham
14	14	A	A	First stage	1	Y Maze Wolff	239 - 240 secs.	1.0	0.079	0.079	1	0.120	0	0.0	0.023	0.000	0.0	0.002	0.0	0.8	0	0.0	0.000				0.8	0.1	0	0.0	0.000				0.6	0.1	0	0.0		0.0	0.8	1	1.0	0.0	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	240 - 241 secs.	1.0	0.061	0.061	1	0.163	0	0.0	0.000				0.2	0.5	1	0.2	0.027	0.547	0.2	0.019	0.5	0.1	0	0.0	0.000				0.1	0.7	0	0.0		0.2	0.5	0	0.8	0.0	0.1	Sham
14	14	A	A	First stage	1	Y Maze Wolff	241 - 242 secs.	1.0	0.129	0.129	0	0.263	0	0.0	0.000				0.1	0.7	0	1.0	0.129	0.186	1.0	0.022	0.0	0.0	0	0.0	0.000				0.1	0.7	0	0.0		0.0	0.8	0	0.0	0.1	0.7	Sham
14	14	A	A	First stage	1	Y Maze Wolff	242 - 243 secs.	1.0	0.088	0.088	0	0.142	0	0.0	0.000				0.1	0.8	0	1.0	0.088	0.077	1.0	0.029	0.0	0.0	0	0.0	0.000				0.1	0.8	0	0.0		0.1	0.9	0	0.0	0.1	0.8	Sham
14	14	A	A	First stage	1	Y Maze Wolff	243 - 244 secs.	1.0	0.022	0.022	0	0.058	0	0.0	0.000				0.1	0.6	0	1.0	0.022	0.000	1.0	0.024	0.0	0.0	0	0.0	0.000				0.1	0.6	0	0.0		0.3	0.3	0	0.0	0.1	0.6	Sham
14	14	A	A	First stage	1	Y Maze Wolff	244 - 245 secs.	1.0	0.000	0.000	0	0.048	0	0.0	0.000				0.5	0.5	0	1.0	0.000	0.046	1.0	0.029	0.0	0.0	0	0.0	0.000				0.5	0.5	0	0.0		0.5	0.5	0	0.0	0.5	0.5	Sham
14	14	A	A	First stage	1	Y Maze Wolff	245 - 246 secs.	1.0	0.000	0.000	0	0.037	0	0.0	0.000				0.1	0.4	0	1.0	0.000	0.000	1.0	0.026	0.0	0.0	0	0.0	0.000				0.1	0.4	0	0.0		0.2	0.3	0	0.0	0.1	0.4	Sham
14	14	A	A	First stage	1	Y Maze Wolff	246 - 247 secs.	1.0	0.025	0.025	0	0.053	0	0.0	0.000				0.1	0.8	0	1.0	0.025	0.055	1.0	0.023	0.0	0.0	0	0.0	0.000				0.1	0.8	0	0.0		0.1	0.8	0	0.0	0.1	0.8	Sham
14	14	A	A	First stage	1	Y Maze Wolff	247 - 248 secs.	1.0	0.024	0.024	0	0.042	0	0.0	0.000				0.5	0.5	0	1.0	0.024	0.048	1.0	0.030	0.0	0.0	0	0.0	0.000				0.5	0.5	0	0.0		0.5	0.5	0	0.0	0.5	0.5	Sham
14	14	A	A	First stage	1	Y Maze Wolff	248 - 249 secs.	1.0	0.271	0.271	0	0.454	0	0.0	0.000				0.9	0.0	0	1.0	0.271	0.317	1.0	0.036	0.0	0.0	0	0.0	0.000				0.9	0.0	0	0.0		0.9	0.0	0	0.0	0.9	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	249 - 250 secs.	1.0	0.114	0.114	1	0.370	0	0.0	0.000				0.6	0.2	0	0.1	0.058	0.211	0.1	0.022	0.2	0.6	0	0.0	0.000				0.7	0.2	0	0.0		0.6	0.2	1	0.9	0.0	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	250 - 251 secs.	1.0	0.023	0.023	1	0.045	0	0.0	0.000				0.2	0.4	0	0.0	0.000				0.0	0.9	1	0.1	0.000	0.265	0.1	0.000	0.7	0.1	0	0.0		0.2	0.4	0	0.9	0.0	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	251 - 252 secs.	1.0	0.000	0.000	1	0.030	0	0.0	0.000				0.4	0.2	0	0.0	0.000				0.5	0.2	0	0.5	0.000	0.000	0.5	0.001	0.0	0.1	0	0.0		0.4	0.2	1	0.5	0.1	0.2	Sham
14	14	A	A	First stage	1	Y Maze Wolff	252 - 253 secs.	1.0	0.106	0.106	1	0.184	0	0.0	0.000				0.0	0.8	0	0.0	0.000				0.1	0.8	1	0.7	0.106	0.208	0.7	0.026	0.2	0.0	0	0.0		0.0	0.8	0	0.3	0.0	0.6	Sham
14	14	A	A	First stage	1	Y Maze Wolff	253 - 254 secs.	1.0	0.121	0.121	0	0.229	0	0.0	0.000				0.0	1.0	0	0.0	0.000				0.0	1.0	0	1.0	0.121	0.124	1.0	0.031	0.0	0.0	0	0.0		0.0	1.0	0	0.0	0.0	1.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	254 - 255 secs.	1.0	0.024	0.024	0	0.060	0	0.0	0.000				0.4	0.4	0	0.0	0.000				0.4	0.4	0	1.0	0.024	0.040	1.0	0.027	0.0	0.0	0	0.0		0.4	0.5	0	0.0	0.4	0.4	Sham
14	14	A	A	First stage	1	Y Maze Wolff	255 - 256 secs.	1.0	0.025	0.025	0	0.091	0	0.0	0.000				0.3	0.7	0	0.0	0.000				0.3	0.7	0	1.0	0.025	0.024	1.0	0.033	0.0	0.0	0	0.0		0.2	0.8	0	0.0	0.3	0.7	Sham
14	14	A	A	First stage	1	Y Maze Wolff	256 - 257 secs.	1.0	0.033	0.033	0	0.067	0	0.0	0.000				0.4	0.4	0	0.0	0.000				0.4	0.4	0	1.0	0.033	0.054	1.0	0.035	0.0	0.0	0	0.0		0.4	0.4	0	0.0	0.4	0.4	Sham
14	14	A	A	First stage	1	Y Maze Wolff	257 - 258 secs.	1.0	0.000	0.000	0	0.057	0	0.0	0.000				0.2	0.4	0	0.0	0.000				0.2	0.4	0	1.0	0.000	0.024	1.0	0.031	0.0	0.0	0	0.0		0.0	0.6	0	0.0	0.2	0.4	Sham
14	14	A	A	First stage	1	Y Maze Wolff	258 - 259 secs.	1.0	0.000	0.000	0	0.028	0	0.0	0.000				0.5	0.3	0	0.0	0.000				0.5	0.3	0	1.0	0.000	0.023	1.0	0.036	0.0	0.0	0	0.0		0.5	0.3	0	0.0	0.5	0.3	Sham
14	14	A	A	First stage	1	Y Maze Wolff	259 - 260 secs.	1.0	0.000	0.000	0	0.034	0	0.0	0.000				0.4	0.4	0	0.0	0.000				0.4	0.4	0	1.0	0.000	0.000	1.0	0.026	0.0	0.0	0	0.0		0.5	0.2	0	0.0	0.4	0.4	Sham
14	14	A	A	First stage	1	Y Maze Wolff	260 - 261 secs.	1.0	0.053	0.053	0	0.125	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.9	0.0	0	1.0	0.053	0.000	1.0	0.024	0.0	0.0	0	0.0		0.8	0.1	0	0.0	0.9	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	261 - 262 secs.	1.0	0.057	0.057	0	0.198	0	0.0	0.000				0.6	0.3	0	0.0	0.000				0.6	0.3	0	1.0	0.057	0.160	1.0	0.038	0.0	0.0	0	0.0		0.6	0.3	0	0.0	0.6	0.3	Sham
14	14	A	A	First stage	1	Y Maze Wolff	262 - 263 secs.	1.0	0.025	0.025	0	0.043	0	0.0	0.000				0.2	0.6	0	0.0	0.000				0.1	0.8	0	1.0	0.025	0.000	1.0	0.034	0.0	0.0	0	0.0		0.2	0.6	0	0.0	0.1	0.8	Sham
14	14	A	A	First stage	1	Y Maze Wolff	263 - 264 secs.	1.0	0.000	0.000	0	0.052	0	0.0	0.000				0.5	0.2	0	0.0	0.000				0.3	0.3	0	1.0	0.000	0.000	1.0	0.037	0.0	0.0	0	0.0		0.5	0.2	0	0.0	0.3	0.3	Sham
14	14	A	A	First stage	1	Y Maze Wolff	264 - 265 secs.	1.0	0.090	0.090	0	0.130	0	0.0	0.000				1.0	0.0	0	0.0	0.000				1.0	0.0	0	1.0	0.090	0.095	1.0	0.035	0.0	0.0	0	0.0		1.0	0.0	0	0.0	1.0	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	265 - 266 secs.	1.0	0.094	0.094	0	0.152	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.9	0.0	0	1.0	0.094	0.065	1.0	0.035	0.0	0.0	0	0.0		0.9	0.0	0	0.0	0.9	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	266 - 267 secs.	1.0	0.000	0.000	0	0.050	0	0.0	0.000				0.4	0.5	0	0.0	0.000				0.4	0.5	0	1.0	0.000	0.000	1.0	0.026	0.0	0.0	0	0.0		0.4	0.5	0	0.0	0.3	0.5	Sham
14	14	A	A	First stage	1	Y Maze Wolff	267 - 268 secs.	1.0	0.000	0.000	0	0.021	0	0.0	0.000				0.4	0.4	0	0.0	0.000				0.8	0.0	0	1.0	0.000	0.036	1.0	0.025	0.0	0.0	0	0.0		0.4	0.4	0	0.0	0.5	0.3	Sham
14	14	A	A	First stage	1	Y Maze Wolff	268 - 269 secs.	1.0	0.069	0.069	1	0.127	0	0.0	0.000				1.0	0.0	0	0.0	0.000				0.5	0.4	0	0.6	0.034	0.057	0.6	0.021	0.0	0.4	0	0.0		1.0	0.0	1	0.4	0.2	0.3	Sham
14	14	A	A	First stage	1	Y Maze Wolff	269 - 270 secs.	1.0	0.023	0.023	0	0.063	0	0.0	0.000				0.9	0.0	0	0.0	0.000				0.1	0.7	0	0.0	0.000				0.1	0.8	0	0.0		0.9	0.0	0	1.0	0.0	0.0	Sham
14	14	A	A	First stage	1	Y Maze Wolff	270 - 271 secs.	1.0	0.240	0.240	1	0.316	1	0.9	0.214	0.272	0.9	0.027	0.0	0.0	0	0.0	0.000				0.0	0.9	0	0.0	0.000				0.0	0.9	0	0.0		0.9	0.0	0	0.1	0.0	0.8	Sham
14	14	A	A	First stage	1	Y Maze Wolff	271 - 272 secs.	1.0	0.000	0.000	0	0.129	0	1.0	0.000	0.092	1.0	0.026	0.0	0.0	0	0.0	0.000				0.4	0.5	0	0.0	0.000				0.5	0.4	0	0.0		0.4	0.4	0	0.0	0.4	0.4	Sham
