Test	Animal	Time	Date	Segment of test	Whole arena : distance	Whole arena : average speed	Whole arena : time mobile	Whole arena : time immobile	10 cm edge : time	10 cm edge : distance	10 cm edge : average speed	10 cm edge : time mobile	10 cm edge : time immobile	Center : time	Center : distance	Center : average speed	Center : time mobile	Center : time immobile	ID
19	38	16:09	10/17/2016	1095 - 1100 secs.	0.218	0.044	3.9	1.1	1.5	0.053	0	0.4	1.1	3.5	0.164	0.062	3.5	0	38
20	39	16:09	10/17/2016	1095 - 1100 secs.	0.347	0.086	2.4	2.6	1.3	0.094	0.057	0.7	0.6	3.7	0.253	0.096	1.7	2	39
1	20	13:19	10/17/2016	1100 - 1105 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	1100 - 1105 secs.	0.088	0.023	3.1	1.9	5	0.088	0.023	3.1	1.9	0	0		0	0	21
3	22	13:20	10/17/2016	1100 - 1105 secs.	0.204	0.054	5	0	3.8	0.144	0.048	3.8	0	1.2	0.06	0.07	1.2	0	22
4	23	13:20	10/17/2016	1100 - 1105 secs.	0.164	0.052	4.4	0.6	4.5	0.078	0.049	3.9	0.6	0.5	0.087	0.08	0.5	0	23
5	24	14:03	10/17/2016	1100 - 1105 secs.	0.087	0.024	3.8	1.2	5	0.087	0.024	3.8	1.2	0	0		0	0	24
6	25	14:04	10/17/2016	1100 - 1105 secs.	0.197	0.059	4.8	0.2	4.2	0.104	0.059	4.2	0	0.8	0.093	0.06	0.6	0.2	25
7	26	14:04	10/17/2016	1100 - 1105 secs.	0.023	0.012	0.5	4.5	5	0.023	0.012	0.5	4.5	0	0		0	0	26
8	27	14:04	10/17/2016	1100 - 1105 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1100 - 1105 secs.	0.221	0.054	1.5	3.5	4.1	0.115	0.025	0.6	3.5	0.9	0.106	0.184	0.9	0	28
10	29	14:43	10/17/2016	1100 - 1105 secs.	0.165	0.044	4.5	0.5	2.9	0.09	0.068	2.4	0.5	2.1	0.075	0.011	2.1	0	29
11	30	14:44	10/17/2016	1100 - 1105 secs.	0.424	0.096	5	0	5	0.424	0.096	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	1100 - 1105 secs.	0.349	0.083	5	0	4.3	0.267	0.078	4.3	0	0.7	0.082	0.113	0.7	0	31
13	32	15:23	10/17/2016	1100 - 1105 secs.	0	0.015	0	5	5	0	0.015	0	5	0	0		0	0	32
14	33	15:23	10/17/2016	1100 - 1105 secs.	0.314	0.088	5	0	3.6	0.124	0.058	3.6	0	1.4	0.19	0.164	1.4	0	33
15	34	15:24	10/17/2016	1100 - 1105 secs.	0	0.005	0.1	4.9	5	0	0.005	0.1	4.9	0	0		0	0	34
16	35	15:24	10/17/2016	1100 - 1105 secs.	0.025	0	0	5	5	0.025	0	0	5	0	0		0	0	35
17	36	16:08	10/17/2016	1100 - 1105 secs.	0.122	0.032	1.2	3.8	0.7	0.049	0.078	0.7	0	4.3	0.073	0.024	0.4	3.8	36
18	37	16:08	10/17/2016	1100 - 1105 secs.	0.346	0.093	5	0	4.9	0.319	0.095	4.9	0	0.1	0.027	0	0.1	0	37
19	38	16:09	10/17/2016	1100 - 1105 secs.	0.123	0.029	2.9	2.1	0	0		0	0	5	0.123	0.029	2.9	2.1	38
20	39	16:09	10/17/2016	1100 - 1105 secs.	0.445	0.107	5	0	5	0.445	0.103	5	0	0	0		0	0	39
1	20	13:19	10/17/2016	1105 - 1110 secs.	0.021	0	0.1	4.9	5	0.021	0	0.1	4.9	0	0		0	0	20
2	21	13:19	10/17/2016	1105 - 1110 secs.	0	0.01	0	5	5	0	0.01	0	5	0	0		0	0	21
3	22	13:20	10/17/2016	1105 - 1110 secs.	0.319	0.093	5	0	1.4	0.053	0.152	1.4	0	3.6	0.266	0.07	3.6	0	22
4	23	13:20	10/17/2016	1105 - 1110 secs.	0.05	0.026	1.9	3.1	5	0.05	0.026	1.9	3.1	0	0		0	0	23
5	24	14:03	10/17/2016	1105 - 1110 secs.	0.378	0.084	2.9	2.1	5	0.378	0.084	2.9	2.1	0	0		0	0	24
6	25	14:04	10/17/2016	1105 - 1110 secs.	0.17	0.042	2.7	2.3	5	0.17	0.042	2.7	2.3	0	0		0	0	25
7	26	14:04	10/17/2016	1105 - 1110 secs.	0.532	0.12	5	0	4.4	0.394	0.098	4.4	0	0.6	0.139	0.27	0.6	0	26
8	27	14:04	10/17/2016	1105 - 1110 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1105 - 1110 secs.	0.362	0.086	5	0	2.7	0.115	0.073	2.7	0	2.3	0.246	0.102	2.3	0	28
10	29	14:43	10/17/2016	1105 - 1110 secs.	0	0	0	5	2.7	0	0	0	2.7	2.3	0	0	0	2.3	29
11	30	14:44	10/17/2016	1105 - 1110 secs.	0.141	0.047	4	1	5	0.141	0.047	4	1	0	0		0	0	30
12	31	14:44	10/17/2016	1105 - 1110 secs.	0.103	0.037	2.1	2.9	5	0.103	0.037	2.1	2.9	0	0		0	0	31
13	32	15:23	10/17/2016	1105 - 1110 secs.	0	0.013	0	5	5	0	0.013	0	5	0	0		0	0	32
14	33	15:23	10/17/2016	1105 - 1110 secs.	0.283	0.066	5	0	2.8	0.102	0.066	2.8	0	2.2	0.181	0.066	2.2	0	33
15	34	15:24	10/17/2016	1105 - 1110 secs.	0.123	0.033	2.4	2.6	4.4	0.123	0.033	1.8	2.6	0.6	0	0.038	0.6	0	34
16	35	15:24	10/17/2016	1105 - 1110 secs.	0.025	0.031	1.4	3.6	5	0.025	0.031	1.4	3.6	0	0		0	0	35
17	36	16:08	10/17/2016	1105 - 1110 secs.	0.197	0.061	5	0	2.4	0.089	0.059	2.4	0	2.6	0.108	0.063	2.6	0	36
18	37	16:08	10/17/2016	1105 - 1110 secs.	0.233	0.047	5	0	5	0.233	0.047	5	0	0	0		0	0	37
19	38	16:09	10/17/2016	1105 - 1110 secs.	0.301	0.068	2.2	2.8	1.9	0.15	0.096	1.2	0.6	3.1	0.15	0.051	0.9	2.2	38
20	39	16:09	10/17/2016	1105 - 1110 secs.	0.169	0.044	1	4	4.9	0.146	0.045	0.9	4	0.1	0.023	0	0.1	0	39
1	20	13:19	10/17/2016	1110 - 1115 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	1110 - 1115 secs.	0	0.009	0.1	4.9	5	0	0.009	0.1	4.9	0	0		0	0	21
3	22	13:20	10/17/2016	1110 - 1115 secs.	0.405	0.094	5	0	5	0.405	0.094	5	0	0	0		0	0	22
4	23	13:20	10/17/2016	1110 - 1115 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	23
5	24	14:03	10/17/2016	1110 - 1115 secs.	0.197	0.052	4.2	0.8	5	0.197	0.052	4.2	0.8	0	0		0	0	24
6	25	14:04	10/17/2016	1110 - 1115 secs.	0.226	0.065	5	0	5	0.226	0.065	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	1110 - 1115 secs.	0.123	0.041	1.7	3.3	5	0.123	0.03	1.7	3.3	0	0		0	0	26
8	27	14:04	10/17/2016	1110 - 1115 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1110 - 1115 secs.	0.225	0.053	2.1	2.9	0	0		0	0	5	0.225	0.053	2.1	2.9	28
10	29	14:43	10/17/2016	1110 - 1115 secs.	0.294	0.07	2	3	1.1	0.111	0.105	0.5	0.6	3.9	0.183	0.06	1.5	2.4	29
11	30	14:44	10/17/2016	1110 - 1115 secs.	0	0.007	0.3	4.7	5	0	0.007	0.3	4.7	0	0		0	0	30
12	31	14:44	10/17/2016	1110 - 1115 secs.	0.269	0.066	5	0	4.7	0.244	0.064	4.7	0	0.3	0.025	0.097	0.3	0	31
13	32	15:23	10/17/2016	1110 - 1115 secs.	0.2	0.056	2.6	2.4	5	0.2	0.056	2.6	2.4	0	0		0	0	32
14	33	15:23	10/17/2016	1110 - 1115 secs.	0.308	0.08	5	0	0.4	0.05	0.205	0.4	0	4.6	0.258	0.07	4.6	0	33
15	34	15:24	10/17/2016	1110 - 1115 secs.	0.234	0.058	5	0	1.5	0.053	0.07	1.5	0	3.5	0.181	0.053	3.5	0	34
16	35	15:24	10/17/2016	1110 - 1115 secs.	0.025	0.021	2.4	2.6	5	0.025	0.021	2.4	2.6	0	0		0	0	35
17	36	16:08	10/17/2016	1110 - 1115 secs.	0.228	0.062	5	0	4.7	0.197	0.065	4.7	0	0.3	0.031	0	0.3	0	36
18	37	16:08	10/17/2016	1110 - 1115 secs.	0.407	0.093	5	0	1.5	0.045	0.069	1.5	0	3.5	0.362	0.103	3.5	0	37
19	38	16:09	10/17/2016	1110 - 1115 secs.	0	0.011	1.8	3.3	5	0	0.011	1.8	3.3	0	0		0	0	38
20	39	16:09	10/17/2016	1110 - 1115 secs.	0.482	0.1	3.5	1.5	5	0.482	0.1	3.5	1.5	0	0		0	0	39
1	20	13:19	10/17/2016	1115 - 1120 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	1115 - 1120 secs.	0	0	0.1	4.9	5	0	0	0.1	4.9	0	0		0	0	21
3	22	13:20	10/17/2016	1115 - 1120 secs.	0.134	0.044	5	0	5	0.134	0.038	5	0	0	0		0	0	22
4	23	13:20	10/17/2016	1115 - 1120 secs.	0.025	0.005	0.1	4.9	5	0.025	0.005	0.1	4.9	0	0		0	0	23
5	24	14:03	10/17/2016	1115 - 1120 secs.	0.157	0.037	3.7	1.3	5	0.157	0.037	3.7	1.3	0	0		0	0	24
6	25	14:04	10/17/2016	1115 - 1120 secs.	0.176	0.051	5	0	5	0.176	0.051	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	1115 - 1120 secs.	0.028	0.024	1.4	3.6	5	0.028	0.024	1.4	3.6	0	0		0	0	26
8	27	14:04	10/17/2016	1115 - 1120 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1115 - 1120 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	28
10	29	14:43	10/17/2016	1115 - 1120 secs.	0.224	0.062	5	0	3.9	0.197	0.06	3.9	0	1.1	0.027	0.067	1.1	0	29
11	30	14:44	10/17/2016	1115 - 1120 secs.	0.333	0.086	5	0	5	0.333	0.086	5	0	0	0		0	0	30
12	31	14:44	10/17/2016	1115 - 1120 secs.	0.253	0.061	5	0	0.1	0	0.396	0.1	0	4.9	0.253	0.056	4.9	0	31
13	32	15:23	10/17/2016	1115 - 1120 secs.	0.23	0.064	5	0	4.5	0.204	0.055	4.5	0	0.5	0.026	0.142	0.5	0	32
14	33	15:23	10/17/2016	1115 - 1120 secs.	0.097	0.035	2.5	2.5	5	0.097	0.035	2.5	2.5	0	0		0	0	33
15	34	15:24	10/17/2016	1115 - 1120 secs.	0.023	0.035	4.3	0.7	5	0.023	0.035	4.3	0.7	0	0		0	0	34
16	35	15:24	10/17/2016	1115 - 1120 secs.	0.459	0.101	4.1	0.9	5	0.459	0.101	4.1	0.9	0	0		0	0	35
17	36	16:08	10/17/2016	1115 - 1120 secs.	0.049	0.031	2.6	2.4	5	0.049	0.021	2.6	2.4	0	0		0	0	36
18	37	16:08	10/17/2016	1115 - 1120 secs.	0.219	0.055	5	0	4.7	0.219	0.058	4.7	0	0.3	0	0	0.3	0	37
19	38	16:09	10/17/2016	1115 - 1120 secs.	0.051	0.016	2.6	2.4	5	0.051	0.011	2.6	2.4	0	0		0	0	38
20	39	16:09	10/17/2016	1115 - 1120 secs.	0.267	0.068	5	0	5	0.267	0.068	5	0	0	0		0	0	39
1	20	13:19	10/17/2016	1120 - 1125 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	1120 - 1125 secs.	0.097	0.034	3.1	1.9	5	0.097	0.025	3.1	1.9	0	0		0	0	21
3	22	13:20	10/17/2016	1120 - 1125 secs.	0.083	0.026	2.1	2.9	0.1	0	0	0.1	0	4.9	0.083	0.027	2	2.9	22
4	23	13:20	10/17/2016	1120 - 1125 secs.	0	0	1.4	3.6	5	0	0	1.4	3.6	0	0		0	0	23
5	24	14:03	10/17/2016	1120 - 1125 secs.	0.143	0.03	5	0	4.4	0.143	0.034	4.4	0	0.6	0	0	0.6	0	24
6	25	14:04	10/17/2016	1120 - 1125 secs.	0.086	0.019	2.3	2.7	5	0.086	0.009	2.3	2.7	0	0		0	0	25
7	26	14:04	10/17/2016	1120 - 1125 secs.	0.463	0.106	3.4	1.6	5	0.463	0.106	3.4	1.6	0	0		0	0	26
8	27	14:04	10/17/2016	1120 - 1125 secs.	0.098	0.035	1.4	3.6	5	0.098	0.035	1.4	3.6	0	0		0	0	27
9	28	14:43	10/17/2016	1120 - 1125 secs.	0.061	0.036	0.8	4.2	0	0		0	0	5	0.061	0.026	0.8	4.2	28
10	29	14:43	10/17/2016	1120 - 1125 secs.	0.208	0.052	2.9	2.1	1	0.034	0.126	1	0	4	0.174	0.032	1.9	2.1	29
11	30	14:44	10/17/2016	1120 - 1125 secs.	0.132	0.026	3	2	3.6	0.079	0.015	1.6	2	1.4	0.053	0.054	1.4	0	30
12	31	14:44	10/17/2016	1120 - 1125 secs.	0.253	0.057	5	0	3.5	0.199	0.063	3.5	0	1.5	0.055	0.042	1.5	0	31
13	32	15:23	10/17/2016	1120 - 1125 secs.	0.23	0.05	5	0	0	0		0	0	5	0.23	0.05	5	0	32
14	33	15:23	10/17/2016	1120 - 1125 secs.	0.206	0.05	5	0	5	0.206	0.05	5	0	0	0		0	0	33
15	34	15:24	10/17/2016	1120 - 1125 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	34
16	35	15:24	10/17/2016	1120 - 1125 secs.	0.317	0.063	5	0	5	0.317	0.063	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1120 - 1125 secs.	0.347	0.069	3.9	1.1	1.4	0.028	0.039	0.3	1.1	3.6	0.319	0.08	3.6	0	36
18	37	16:08	10/17/2016	1120 - 1125 secs.	0.326	0.079	5	0	2.1	0.127	0.083	2.1	0	2.9	0.199	0.075	2.9	0	37
19	38	16:09	10/17/2016	1120 - 1125 secs.	0	0.006	0.1	4.9	5	0	0.006	0.1	4.9	0	0		0	0	38
20	39	16:09	10/17/2016	1120 - 1125 secs.	0.413	0.091	5	0	4.5	0.338	0.08	4.5	0	0.5	0.075	0.203	0.5	0	39
1	20	13:19	10/17/2016	1125 - 1130 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	1125 - 1130 secs.	0.231	0.065	5	0	5	0.231	0.065	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1125 - 1130 secs.	0.41	0.084	5	0	1.4	0.067	0.094	1.4	0	3.6	0.343	0.08	3.6	0	22
4	23	13:20	10/17/2016	1125 - 1130 secs.	0	0.011	0.5	4.5	5	0	0.011	0.5	4.5	0	0		0	0	23
5	24	14:03	10/17/2016	1125 - 1130 secs.	0.312	0.068	4.1	0.9	0	0		0	0	5	0.312	0.068	4.1	0.9	24
6	25	14:04	10/17/2016	1125 - 1130 secs.	0.523	0.117	5	0	3.7	0.181	0.069	3.7	0	1.3	0.342	0.251	1.3	0	25
7	26	14:04	10/17/2016	1125 - 1130 secs.	0.38	0.085	5	0	5	0.38	0.085	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1125 - 1130 secs.	0.046	0.005	1.2	3.8	5	0.046	0.005	1.2	3.8	0	0		0	0	27
9	28	14:43	10/17/2016	1125 - 1130 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	28
10	29	14:43	10/17/2016	1125 - 1130 secs.	0.204	0.044	5	0	5	0.204	0.044	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1125 - 1130 secs.	0.229	0.066	3.6	1.4	5	0.229	0.066	3.6	1.4	0	0		0	0	30
12	31	14:44	10/17/2016	1125 - 1130 secs.	0.148	0.047	5	0	4.7	0.148	0.036	4.7	0	0.3	0	0.213	0.3	0	31
13	32	15:23	10/17/2016	1125 - 1130 secs.	0.11	0.026	1.7	3.3	1	0.042	0.085	1	0	4	0.068	0.011	0.6	3.3	32
14	33	15:23	10/17/2016	1125 - 1130 secs.	0.077	0.016	1.7	3.3	5	0.077	0.016	1.7	3.3	0	0		0	0	33
15	34	15:24	10/17/2016	1125 - 1130 secs.	0.072	0.031	4.5	0.5	5	0.072	0.031	4.5	0.5	0	0		0	0	34
16	35	15:24	10/17/2016	1125 - 1130 secs.	0.114	0.039	5	0	5	0.114	0.039	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1125 - 1130 secs.	0.049	0.021	0.4	4.6	1.6	0.026	0.034	0.2	1.4	3.4	0.023	0.014	0.2	3.3	36
18	37	16:08	10/17/2016	1125 - 1130 secs.	0.165	0.043	5	0	0	0	0.838	0	0	5	0.165	0.039	5	0	37
19	38	16:09	10/17/2016	1125 - 1130 secs.	0.025	0.005	0.1	4.9	5	0.025	0.005	0.1	4.9	0	0		0	0	38
20	39	16:09	10/17/2016	1125 - 1130 secs.	0.436	0.106	5	0	4.8	0.402	0.09	4.8	0	0.2	0.034	0.426	0.2	0	39
1	20	13:19	10/17/2016	1130 - 1135 secs.	0	0.005	0	5	5	0	0.005	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	1130 - 1135 secs.	0.274	0.055	5	0	5	0.274	0.055	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1130 - 1135 secs.	0.081	0.032	2	3	5	0.081	0.032	2	3	0	0		0	0	22
4	23	13:20	10/17/2016	1130 - 1135 secs.	0.053	0.026	4.1	0.9	5	0.053	0.026	4.1	0.9	0	0		0	0	23
5	24	14:03	10/17/2016	1130 - 1135 secs.	0.063	0.023	0.8	4.2	0	0		0	0	5	0.063	0.023	0.8	4.2	24
6	25	14:04	10/17/2016	1130 - 1135 secs.	0.387	0.085	5	0	5	0.387	0.085	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	1130 - 1135 secs.	0.155	0.04	5	0	5	0.155	0.04	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1130 - 1135 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1130 - 1135 secs.	0.289	0.072	2.7	2.3	4.7	0.289	0.064	2.6	2.1	0.3	0	0.193	0.1	0.2	28
10	29	14:43	10/17/2016	1130 - 1135 secs.	0.172	0.043	5	0	5	0.172	0.043	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1130 - 1135 secs.	0.396	0.094	5	0	4.6	0.308	0.079	4.6	0	0.4	0.088	0.255	0.4	0	30
12	31	14:44	10/17/2016	1130 - 1135 secs.	0.386	0.087	5	0	0	0		0	0	5	0.386	0.087	5	0	31
13	32	15:23	10/17/2016	1130 - 1135 secs.	0.209	0.077	5	0	5	0.209	0.077	5	0	0	0		0	0	32
14	33	15:23	10/17/2016	1130 - 1135 secs.	0	0.005	0.2	4.8	5	0	0.005	0.2	4.8	0	0		0	0	33
15	34	15:24	10/17/2016	1130 - 1135 secs.	0.15	0.036	4.8	0.2	3.9	0.069	0.026	3.9	0	1.1	0.081	0.073	0.8	0.2	34
16	35	15:24	10/17/2016	1130 - 1135 secs.	0.185	0.045	5	0	5	0.185	0.045	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1130 - 1135 secs.	0.049	0.006	0.2	4.8	0	0		0	0	5	0.049	0.006	0.2	4.8	36
18	37	16:08	10/17/2016	1130 - 1135 secs.	0.382	0.083	5	0	3	0.192	0.068	3	0	2	0.19	0.105	2	0	37
19	38	16:09	10/17/2016	1130 - 1135 secs.	0	0.021	0	5	5	0	0.021	0	5	0	0		0	0	38
20	39	16:09	10/17/2016	1130 - 1135 secs.	0.676	0.139	5	0	3.4	0.434	0.133	3.4	0	1.6	0.242	0.152	1.6	0	39
1	20	13:19	10/17/2016	1135 - 1140 secs.	0	0.004	0	5	5	0	0.004	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	1135 - 1140 secs.	0.213	0.052	5	0	5	0.213	0.052	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1135 - 1140 secs.	0.421	0.104	5	0	1.7	0.051	0.049	1.7	0	3.3	0.37	0.133	3.3	0	22
4	23	13:20	10/17/2016	1135 - 1140 secs.	0.142	0.042	1.1	3.9	4.6	0.082	0.018	0.7	3.9	0.4	0.059	0.316	0.4	0	23
5	24	14:03	10/17/2016	1135 - 1140 secs.	0.089	0.038	2.5	2.5	0	0		0	0	5	0.089	0.038	2.5	2.5	24
6	25	14:04	10/17/2016	1135 - 1140 secs.	0.088	0.021	5	0	5	0.088	0.021	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	1135 - 1140 secs.	0.106	0.031	5	0	5	0.106	0.026	5	0	0	0		0	0	26
8	27	14:04	10/17/2016	1135 - 1140 secs.	0.023	0.006	0.1	4.9	5	0.023	0.006	0.1	4.9	0	0		0	0	27
9	28	14:43	10/17/2016	1135 - 1140 secs.	0.052	0.026	3.6	1.4	4.6	0.028	0.016	3.2	1.4	0.4	0.023	0.139	0.4	0	28
10	29	14:43	10/17/2016	1135 - 1140 secs.	0.215	0.047	5	0	5	0.215	0.047	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1135 - 1140 secs.	0.086	0.013	1.3	3.7	5	0.086	0.013	1.3	3.7	0	0		0	0	30
12	31	14:44	10/17/2016	1135 - 1140 secs.	0.272	0.059	5	0	0	0		0	0	5	0.272	0.059	5	0	31
13	32	15:23	10/17/2016	1135 - 1140 secs.	0.411	0.085	2.7	2.3	5	0.411	0.085	2.7	2.3	0	0		0	0	32
14	33	15:23	10/17/2016	1135 - 1140 secs.	0	0.016	3.8	1.2	5	0	0.016	3.8	1.2	0	0		0	0	33
15	34	15:24	10/17/2016	1135 - 1140 secs.	0.023	0.006	0.1	4.9	0	0		0	0	5	0.023	0.006	0.1	4.9	34
16	35	15:24	10/17/2016	1135 - 1140 secs.	0.16	0.051	5	0	5	0.16	0.051	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1135 - 1140 secs.	0.146	0.041	1.4	3.6	4.7	0.12	0.044	1.3	3.4	0.3	0.026	0	0.1	0.2	36
18	37	16:08	10/17/2016	1135 - 1140 secs.	0.249	0.064	5	0	0	0		0	0	5	0.249	0.064	5	0	37
19	38	16:09	10/17/2016	1135 - 1140 secs.	0.104	0.029	0.4	4.6	3.7	0.039	0.009	0.3	3.4	1.3	0.065	0.083	0.2	1.2	38
20	39	16:09	10/17/2016	1135 - 1140 secs.	0.105	0.051	5	0	5	0.105	0.051	5	0	0	0		0	0	39
1	20	13:19	10/17/2016	1140 - 1145 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	1140 - 1145 secs.	0.17	0.04	5	0	5	0.17	0.04	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1140 - 1145 secs.	0.262	0.07	5	0	5	0.262	0.07	5	0	0	0		0	0	22
4	23	13:20	10/17/2016	1140 - 1145 secs.	0.053	0.028	3.5	1.5	0	0		0	0	5	0.053	0.028	3.5	1.5	23
5	24	14:03	10/17/2016	1140 - 1145 secs.	0	0.009	0.1	4.9	0	0		0	0	5	0	0.009	0.1	4.9	24
6	25	14:04	10/17/2016	1140 - 1145 secs.	0.269	0.065	5	0	5	0.269	0.065	5	0	0	0		0	0	25
7	26	14:04	10/17/2016	1140 - 1145 secs.	0.123	0.046	3.7	1.3	5	0.123	0.046	3.7	1.3	0	0		0	0	26
8	27	14:04	10/17/2016	1140 - 1145 secs.	0.237	0.053	1.9	3.1	5	0.237	0.053	1.9	3.1	0	0		0	0	27
9	28	14:43	10/17/2016	1140 - 1145 secs.	0.272	0.054	5	0	0.1	0.035	0.253	0.1	0	4.9	0.237	0.049	4.9	0	28
10	29	14:43	10/17/2016	1140 - 1145 secs.	0.07	0.023	1.3	3.7	5	0.07	0.023	1.3	3.7	0	0		0	0	29
11	30	14:44	10/17/2016	1140 - 1145 secs.	0.181	0.055	4.6	0.4	5	0.181	0.055	4.6	0.4	0	0		0	0	30
12	31	14:44	10/17/2016	1140 - 1145 secs.	0.304	0.077	5	0	4.2	0.187	0.073	4.2	0	0.8	0.116	0.101	0.8	0	31
13	32	15:23	10/17/2016	1140 - 1145 secs.	0.073	0.032	2.4	2.6	5	0.073	0.032	2.4	2.6	0	0		0	0	32
14	33	15:23	10/17/2016	1140 - 1145 secs.	0	0.009	0	5	5	0	0.009	0	5	0	0		0	0	33
15	34	15:24	10/17/2016	1140 - 1145 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	34
16	35	15:24	10/17/2016	1140 - 1145 secs.	0.422	0.097	5	0	5	0.422	0.097	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1140 - 1145 secs.	0.134	0.031	1.1	3.9	1.1	0.056	0.049	0.3	0.8	3.9	0.077	0.026	0.7	3.2	36
18	37	16:08	10/17/2016	1140 - 1145 secs.	0.045	0.015	0.1	4.9	5	0.023	0.015	0.1	4.9	0	0.023	0	0	0	37
19	38	16:09	10/17/2016	1140 - 1145 secs.	0.025	0.017	3.7	1.3	0	0		0	0	5	0.025	0.017	3.7	1.3	38
20	39	16:09	10/17/2016	1140 - 1145 secs.	0.068	0.02	1.4	3.6	5	0.068	0.02	1.4	3.6	0	0		0	0	39
1	20	13:19	10/17/2016	1145 - 1150 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	20
2	21	13:19	10/17/2016	1145 - 1150 secs.	0.102	0.045	5	0	5	0.102	0.045	5	0	0	0		0	0	21
3	22	13:20	10/17/2016	1145 - 1150 secs.	0.368	0.084	5	0	5	0.368	0.084	5	0	0	0		0	0	22
4	23	13:20	10/17/2016	1145 - 1150 secs.	0.135	0.022	2.6	2.4	0.8	0.053	0.069	0.8	0	4.2	0.082	0.014	1.8	2.4	23
5	24	14:03	10/17/2016	1145 - 1150 secs.	0.021	0.004	0.1	4.9	0	0		0	0	5	0.021	0.004	0.1	4.9	24
6	25	14:04	10/17/2016	1145 - 1150 secs.	0.097	0.022	4.3	0.7	5	0.097	0.022	4.3	0.7	0	0		0	0	25
7	26	14:04	10/17/2016	1145 - 1150 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	26
8	27	14:04	10/17/2016	1145 - 1150 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	27
9	28	14:43	10/17/2016	1145 - 1150 secs.	0.082	0.041	3.5	1.5	5	0.082	0.041	3.5	1.5	0	0		0	0	28
10	29	14:43	10/17/2016	1145 - 1150 secs.	0.43	0.095	5	0	5	0.43	0.095	5	0	0	0		0	0	29
11	30	14:44	10/17/2016	1145 - 1150 secs.	0.236	0.069	5	0	3.8	0.079	0.035	3.8	0	1.2	0.157	0.176	1.2	0	30
12	31	14:44	10/17/2016	1145 - 1150 secs.	0.388	0.089	5	0	2.5	0.196	0.086	2.5	0	2.5	0.192	0.093	2.5	0	31
13	32	15:23	10/17/2016	1145 - 1150 secs.	0.401	0.088	5	0	5	0.401	0.088	5	0	0	0		0	0	32
14	33	15:23	10/17/2016	1145 - 1150 secs.	0	0	0	5	5	0	0	0	5	0	0		0	0	33
15	34	15:24	10/17/2016	1145 - 1150 secs.	0	0	0	5	0	0		0	0	5	0	0	0	5	34
16	35	15:24	10/17/2016	1145 - 1150 secs.	0.336	0.083	5	0	5	0.336	0.083	5	0	0	0		0	0	35
17	36	16:08	10/17/2016	1145 - 1150 secs.	0.319	0.075	3	2	0.4	0.023	0.13	0.4	0	4.6	0.296	0.071	2.6	2	36
18	37	16:08	10/17/2016	1145 - 1150 secs.	0.224	0.053	4	1	5	0.224	0.053	4	1	0	0		0	0	37
