,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: 3-31-17_SR_OF
,     Experiment Length: 6 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/31/2017 12:59:28
,     Stop Time: ~4/6/2017 12:59:28


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.46,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.64,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:03:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.46,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.64,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:04:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.46,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.64,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:05:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.46,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.64,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:06:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.46,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.64,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:07:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.46,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.64,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:08:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.46,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.64,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:09:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.46,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.64,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:10:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.46,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.64,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:11:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.19,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.49,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15692.97,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.74,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:12:53
Interval Count,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.57,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.93,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:13:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.57,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.93,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:14:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.58,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.95,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:15:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.58,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63418.95,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:16:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.62,1459.14,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63419.05,3647.86,74110.24,4492.75,71652.33,80217.66,


 08:17:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.03,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.69,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63419.24,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:18:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27470.84,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.69,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68677.09,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63419.24,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:19:53
Interval Count,1.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.69,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63419.24,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:20:54
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.69,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63419.24,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:21:53
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.69,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63419.24,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:22:54
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.69,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63419.24,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:23:54
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:24:54
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.26,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.14,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:25:54
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.29,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.24,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:26:54
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.29,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.24,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:27:54
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100780.76,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:28:54
Interval Count,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40312.31,6277.21,27445.65,4364.92,5347.57,12427.92,9558.26,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100780.78,15693.03,68614.12,10912.30,13368.93,31069.79,23895.64,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:29:54
Interval Count,0.00,12.79,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,5.12,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40317.43,6277.21,27445.65,4364.92,5347.57,12427.92,9558.50,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100793.57,15693.03,68614.12,10912.30,13368.93,31069.79,23896.25,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:30:54
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40317.43,6277.21,27445.65,4364.92,5347.57,12427.92,9558.50,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100793.57,15693.03,68614.12,10912.30,13368.93,31069.79,23896.25,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:31:54
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40317.43,6277.21,27445.65,4364.92,5347.57,12427.92,9558.50,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100793.57,15693.03,68614.12,10912.30,13368.93,31069.79,23896.25,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:32:54
Interval Count,0.00,14.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,5.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40323.39,6277.21,27445.65,4364.92,5347.57,12427.92,9558.50,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100808.47,15693.03,68614.12,10912.30,13368.93,31069.79,23896.25,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:33:54
Interval Count,0.00,29.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,11.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40335.28,6277.21,27445.65,4364.92,5347.57,12427.92,9558.50,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100838.20,15693.03,68614.12,10912.30,13368.93,31069.79,23896.25,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:34:54
Interval Count,0.00,11.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,4.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40339.87,6277.21,27445.65,4364.92,5347.57,12427.92,9558.50,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100849.68,15693.03,68614.12,10912.30,13368.93,31069.79,23896.25,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:35:54
Interval Count,0.00,11.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40344.63,6277.21,27445.65,4364.92,5347.57,12427.92,9558.50,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100861.58,15693.03,68614.12,10912.30,13368.93,31069.79,23896.25,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:36:54
Interval Count,0.00,42.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,17.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40361.67,6277.21,27445.65,4364.92,5347.57,12427.92,9558.50,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100904.17,15693.03,68614.12,10912.30,13368.93,31069.79,23896.25,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:37:54
Interval Count,0.00,49.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,19.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40381.65,6277.21,27445.65,4364.92,5347.57,12427.92,9558.50,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,100954.13,15693.03,68614.12,10912.30,13368.93,31069.79,23896.25,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:38:54
Interval Count,0.00,45.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,18.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40400.03,6277.21,27445.65,4364.92,5347.57,12427.92,9558.50,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,101000.08,15693.03,68614.12,10912.30,13368.93,31069.79,23896.25,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:39:54
Interval Count,0.00,42.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,17.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40417.09,6277.21,27445.65,4364.92,5347.57,12427.92,9558.50,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,101042.74,15693.03,68614.12,10912.30,13368.93,31069.79,23896.25,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:40:54
Interval Count,0.00,28.05,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,11.22,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40428.32,6277.21,27445.65,4364.92,5347.57,12427.92,9558.51,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,101070.79,15693.03,68614.12,10912.30,13368.93,31069.79,23896.28,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:41:54
Interval Count,0.00,52.37,0.00,0.00,0.00,0.00,0.00,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,20.94,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40449.26,6277.21,27445.65,4364.92,5347.57,12427.92,9559.15,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,101123.16,15693.03,68614.12,10912.30,13368.93,31069.79,23897.88,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:42:54
Interval Count,0.00,36.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,14.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40463.77,6277.21,27445.65,4364.92,5347.57,12427.92,9559.15,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,101159.42,15693.03,68614.12,10912.30,13368.93,31069.79,23897.88,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:43:54
Interval Count,0.00,25.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,10.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,27471.54,40474.09,6277.21,27445.65,4364.92,5347.57,12427.92,9559.15,18139.30,256.26,25367.73,1459.15,29644.09,1797.10,28660.93,32087.06,
Total Counts,68678.86,101185.24,15693.03,68614.12,10912.30,13368.93,31069.79,23897.88,45348.25,640.66,63419.33,3647.88,74110.24,4492.75,71652.33,80217.66,


 08:44:54
