,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: 3-31-17_SR_OF
,     Experiment Length: 6 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/31/2017 12:59:28
,     Stop Time: ~4/6/2017 12:59:28


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.74,23674.62,36225.45,


 14:40:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.29,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.74,23674.62,36225.45,


 14:41:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.29,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.74,23674.62,36225.45,


 14:42:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.29,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.74,23674.62,36225.45,


 14:43:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.29,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.74,23674.62,36225.45,


 14:44:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.29,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.74,23674.62,36225.45,


 14:45:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.29,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.74,23674.62,36225.45,


 14:46:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.29,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.74,23674.62,36225.45,


 14:47:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.29,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.74,23674.62,36225.45,


 14:48:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.29,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.74,23674.62,36225.45,


 14:49:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.29,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.74,23674.62,36225.45,


 14:50:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.30,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.75,23674.62,36225.45,


 14:51:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.30,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.75,23674.62,36225.45,


 14:52:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.76,23674.62,36225.45,


 14:53:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.76,23674.62,36225.45,


 14:54:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.76,23674.62,36225.45,


 14:55:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.76,23674.62,36225.45,


 14:56:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.76,23674.62,36225.45,


 14:57:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.76,23674.62,36225.45,


 14:58:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.82,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.04,1810.12,24353.99,2730.76,23674.62,36225.45,


 14:59:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.76,23674.62,36225.45,


 15:00:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.76,23674.62,36225.45,


 15:01:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.76,23674.62,36225.45,


 15:02:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.04,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.76,23674.62,36225.45,


 15:03:20
Interval Count,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.76,23674.62,36225.45,


 15:04:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.31,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.76,23674.62,36225.45,


 15:05:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:06:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:07:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:08:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:09:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:10:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:11:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:12:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:13:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:14:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:15:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:16:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:17:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:18:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:19:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:20:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.93,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
Total Counts,19725.62,40375.57,9024.05,25609.83,4422.70,5731.47,5449.83,13919.93,16281.00,291.50,28572.20,1810.12,24353.99,2730.79,23674.62,36225.45,


 15:21:20
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,7890.25,16150.23,3609.62,10243.93,1769.08,2292.59,2179.96,5567.97,6512.40,116.60,11428.88,724.05,9741.59,1092.32,9469.85,14490.18,
