,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/22/2017 17:19:43
,     Stop Time: ~4/1/2017 17:19:43


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.26,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 10:54:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.26,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 10:55:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.26,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 10:56:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.26,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 10:57:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.26,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 10:58:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.52,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.30,2357.26,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 10:59:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.57,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.43,2357.26,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 11:00:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.26,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 11:01:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.28,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 11:02:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.28,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 11:03:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.28,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 11:04:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.91,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.28,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:05:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:06:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:07:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:08:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:09:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:10:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:11:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:12:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31984.58,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79961.45,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:13:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:14:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:15:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:16:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:17:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:18:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:19:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:20:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:21:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:22:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:23:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:24:48
Interval Count,0.00,0.00,0.00,4.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,1.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26393.41,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65983.53,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:25:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26393.41,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65983.53,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:26:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26393.41,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65983.53,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:27:48
Interval Count,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26393.49,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65983.74,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:28:48
Interval Count,0.00,0.00,0.12,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.05,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.19,26393.51,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.97,65983.76,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:29:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.19,26393.51,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.97,65983.76,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:30:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.19,26393.51,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.97,65983.76,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:31:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.19,26393.51,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.97,65983.76,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:32:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.19,26393.51,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.97,65983.76,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:33:48
Interval Count,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.19,26393.53,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.97,65983.82,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:34:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.19,26393.53,16124.38,17291.14,615.09,27109.63,31986.00,942.92,16434.37,2120.97,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.97,65983.82,40310.96,43227.86,1537.74,67774.08,79965.00,2357.29,41085.93,5302.42,47918.01,49058.30,42556.18,61232.13,


 11:35:48
