,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/22/2017 17:19:43
,     Stop Time: ~4/1/2017 17:19:43


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, , , , , , , , , , , , , , , , ,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,





 10:11:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19166.99,19622.34,17022.47,24492.79,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.49,49055.84,42556.18,61231.97,


 10:12:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19166.99,19622.34,17022.47,24492.79,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.49,49055.84,42556.18,61231.97,


 10:13:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19166.99,19622.34,17022.47,24492.79,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.49,49055.84,42556.18,61231.99,


 10:14:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19166.99,19622.34,17022.47,24492.79,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.49,49055.84,42556.18,61231.99,


 10:15:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.14,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.06,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.01,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.53,49055.84,42556.18,61232.13,


 10:16:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.01,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.53,49055.84,42556.18,61232.13,


 10:17:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.01,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.53,49055.84,42556.18,61232.13,


 10:18:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.01,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.53,49055.84,42556.18,61232.13,


 10:19:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.01,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.53,49055.84,42556.18,61232.13,


 10:20:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.01,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.53,49055.84,42556.18,61232.13,


 10:21:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.01,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.53,49055.84,42556.18,61232.13,


 10:22:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.02,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.54,49055.84,42556.18,61232.13,


 10:23:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.02,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.54,49055.84,42556.18,61232.13,


 10:24:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.07,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.68,49055.84,42556.18,61232.13,


 10:25:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:26:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:27:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:28:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:29:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:30:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:31:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:32:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:33:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:34:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:35:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:36:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.34,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49055.84,42556.18,61232.13,


 10:37:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.40,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49056.00,42556.18,61232.13,


 10:38:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.40,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49056.00,42556.18,61232.13,


 10:39:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.40,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49056.00,42556.18,61232.13,


 10:40:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.40,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49056.00,42556.18,61232.13,


 10:41:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.40,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49056.00,42556.18,61232.13,


 10:42:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.61,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.35,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.64,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.88,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49056.61,42556.18,61232.13,


 10:43:48
Interval Count,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.73,16434.37,2120.92,19167.12,19622.65,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2356.82,41085.93,5302.29,47917.79,49056.63,42556.18,61232.13,


 10:44:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.74,16434.37,2120.92,19167.12,19622.65,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2356.84,41085.93,5302.29,47917.79,49056.63,42556.18,61232.13,


 10:45:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.22,0.05,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.09,0.02,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.84,16434.37,2120.92,19167.21,19622.67,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.11,41085.93,5302.29,47918.01,49056.68,42556.18,61232.13,


 10:46:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.75,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.84,16434.37,2120.92,19167.21,19622.97,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.11,41085.93,5302.29,47918.01,49057.43,42556.18,61232.13,


 10:47:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.84,16434.37,2120.92,19167.21,19623.17,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.11,41085.93,5302.29,47918.01,49057.93,42556.18,61232.13,


 10:48:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.84,16434.37,2120.92,19167.21,19623.24,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.11,41085.93,5302.29,47918.01,49058.11,42556.18,61232.13,


 10:49:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.84,16434.37,2120.92,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.11,41085.93,5302.29,47918.01,49058.30,42556.18,61232.13,


 10:50:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.85,16434.37,2120.92,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.12,41085.93,5302.29,47918.01,49058.30,42556.18,61232.13,


 10:51:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.85,16434.37,2120.92,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.13,41085.93,5302.29,47918.01,49058.30,42556.18,61232.13,


 10:52:48
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.03,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.01,0.00,0.00,0.00,0.00,
Distance,20984.55,27173.53,29757.14,26391.57,16124.38,17291.14,614.92,27109.63,31984.48,942.91,16434.37,2120.93,19167.21,19623.32,17022.47,24492.85,
Total Counts,52461.37,67933.83,74392.86,65978.93,40310.96,43227.86,1537.29,67774.08,79961.20,2357.26,41085.93,5302.32,47918.01,49058.30,42556.18,61232.13,


 10:53:48
