,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_OF_3-13-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 3/27/2017 10:21:50
,     Stop Time: ~4/6/2017 10:21:50


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Distance,4197.29,4711.69,6515.82,5494.41,4909.41,2075.56,38.61,4115.20,4937.62,199.97,4421.17,668.12,4571.32,4530.88,4287.62,4267.24,
Total Counts,10493.24,11779.24,16289.55,13736.03,12273.53,5188.91,96.53,10288.00,12344.04,499.92,11052.93,1670.30,11428.29,11327.20,10719.05,10668.11,


 22:56:31
Interval Count,34.32,21.99,65.61,0.00,65.37,31.07,0.00,57.58,69.18,0.00,0.00,6.17,11.08,51.26,57.67,46.42,
Average m/min.,13.73,8.80,26.25,0.00,26.15,12.43,0.00,23.01,27.65,0.00,0.00,2.47,4.43,20.50,23.07,18.57,
Distance,4211.02,4720.49,6542.06,5494.41,4935.56,2087.99,38.61,4138.23,4965.29,199.97,4421.17,670.59,4575.75,4551.38,4310.69,4285.81,
Total Counts,10527.55,11801.22,16355.16,13736.03,12338.89,5219.97,96.53,10345.58,12413.22,499.92,11052.93,1676.47,11439.37,11378.46,10776.72,10714.53,


 22:57:31
Interval Count,48.26,61.34,0.00,41.13,51.37,45.09,0.00,59.12,57.18,0.00,0.00,7.03,0.00,49.68,61.37,58.16,
Average m/min.,19.31,24.54,0.00,16.45,20.56,18.05,0.00,23.68,22.89,0.00,0.00,2.81,0.00,19.88,24.55,23.26,
Distance,4230.33,4745.03,6542.06,5510.86,4956.11,2106.03,38.61,4161.88,4988.16,199.97,4421.17,673.40,4575.75,4571.26,4335.24,4309.07,
Total Counts,10575.82,11862.57,16355.16,13777.16,12390.26,5265.07,96.53,10404.70,12470.41,499.92,11052.93,1683.50,11439.37,11428.14,10838.09,10772.68,


 22:58:31
Interval Count,54.88,63.93,37.89,62.08,69.51,21.21,0.00,51.86,2.89,0.00,0.00,7.63,0.00,33.20,49.89,43.84,
Average m/min.,21.94,25.55,15.15,24.80,27.76,8.47,0.00,20.71,1.16,0.00,0.00,3.05,0.00,13.27,19.93,17.52,
Distance,4252.28,4770.60,6557.22,5535.69,4983.91,2114.51,38.61,4182.62,4989.32,199.97,4421.17,676.45,4575.75,4584.54,4355.19,4326.61,
Total Counts,10630.70,11926.50,16393.05,13839.24,12459.78,5286.28,96.53,10456.55,12473.30,499.92,11052.93,1691.13,11439.37,11461.34,10887.99,10816.53,


 22:59:31
Interval Count,15.93,8.03,70.41,60.21,57.74,0.07,0.00,20.47,0.00,0.00,0.00,8.76,0.00,0.00,0.00,30.96,
Average m/min.,6.37,3.21,28.17,24.11,23.12,0.03,0.00,8.19,0.00,0.00,0.00,3.51,0.00,0.00,0.00,12.39,
Distance,4258.65,4773.81,6585.38,5559.78,5007.01,2114.54,38.61,4190.81,4989.32,199.97,4421.17,679.96,4575.75,4584.54,4355.19,4338.99,
Total Counts,10646.63,11934.53,16463.46,13899.45,12517.51,5286.34,96.53,10477.03,12473.30,499.92,11052.93,1699.89,11439.37,11461.34,10887.99,10847.49,


 23:00:31
Interval Count,37.13,0.00,77.71,0.00,58.30,42.34,0.00,54.14,45.04,0.62,20.76,5.63,0.00,0.00,4.29,0.00,
Average m/min.,14.86,0.00,31.08,0.00,23.31,16.93,0.00,21.67,18.03,0.25,8.31,2.25,0.00,0.00,1.72,0.00,
Distance,4273.51,4773.81,6616.47,5559.78,5030.33,2131.47,38.61,4212.47,5007.34,200.22,4429.48,682.21,4575.75,4584.54,4356.91,4338.99,
Total Counts,10683.76,11934.53,16541.17,13899.45,12575.82,5328.68,96.53,10531.17,12518.34,500.54,11073.70,1705.53,11439.37,11461.34,10892.28,10847.49,


 23:01:31
Interval Count,57.30,0.00,45.58,20.62,66.53,42.88,0.00,58.54,67.04,0.38,41.00,0.45,0.00,0.00,58.97,0.00,
Average m/min.,22.91,0.00,18.22,8.24,26.59,17.14,0.00,23.38,26.78,0.15,16.39,0.18,0.00,0.00,23.59,0.00,
Distance,4296.43,4773.81,6634.70,5568.03,5056.94,2148.63,38.61,4235.88,5034.15,200.37,4445.88,682.39,4575.75,4584.54,4380.50,4338.99,
Total Counts,10741.07,11934.53,16586.75,13920.07,12642.34,5371.57,96.53,10589.71,12585.38,500.92,11114.70,1705.97,11439.37,11461.34,10951.25,10847.49,


 23:02:31
Interval Count,58.49,0.00,77.38,65.58,59.89,43.70,0.00,39.66,42.86,0.00,25.50,0.00,46.74,0.00,30.68,0.00,
Average m/min.,23.39,0.00,30.96,26.24,23.97,17.50,0.00,15.88,17.15,0.00,10.20,0.00,18.68,0.00,12.27,0.00,
Distance,4319.82,4773.81,6665.65,5594.26,5080.89,2166.11,38.61,4251.75,5051.29,200.37,4456.08,682.39,4594.44,4584.54,4392.77,4338.99,
Total Counts,10799.55,11934.53,16664.13,13985.64,12702.24,5415.26,96.53,10629.37,12628.24,500.92,11140.20,1705.97,11486.11,11461.34,10981.93,10847.49,


 23:03:31
Interval Count,4.16,57.01,74.18,40.08,57.28,41.28,0.00,63.84,35.75,0.00,3.04,0.50,55.47,7.99,59.76,5.28,
Average m/min.,1.66,22.80,29.66,16.02,22.90,16.50,0.00,25.51,14.29,0.00,1.21,0.20,22.19,3.19,23.89,2.12,
Distance,4321.48,4796.62,6695.33,5610.29,5103.81,2182.62,38.61,4277.28,5065.59,200.37,4457.29,682.59,4616.63,4587.73,4416.68,4341.11,
Total Counts,10803.71,11991.54,16738.32,14025.72,12759.51,5456.54,96.53,10693.21,12663.99,500.92,11143.24,1706.47,11541.58,11469.33,11041.70,10852.76,


 23:04:31
Interval Count,0.00,55.25,52.72,0.00,73.86,40.89,0.00,50.57,71.87,0.00,16.39,8.67,52.17,49.55,60.74,40.96,
Average m/min.,0.00,22.10,21.09,0.00,29.55,16.35,0.00,20.22,28.73,0.00,6.56,3.47,20.87,19.82,24.30,16.39,
Distance,4321.48,4818.72,6716.42,5610.29,5133.35,2198.97,38.61,4297.51,5094.34,200.37,4463.85,686.06,4637.50,4607.55,4440.97,4357.49,
Total Counts,10803.71,12046.79,16791.04,14025.72,12833.37,5497.43,96.53,10743.78,12735.86,500.92,11159.63,1715.14,11593.75,11518.88,11102.43,10893.72,


 23:05:31
Interval Count,0.00,62.17,70.22,61.84,39.51,42.59,0.00,38.32,73.70,0.00,24.12,8.33,58.99,57.11,39.92,2.17,
Average m/min.,0.00,24.86,28.09,24.74,15.80,17.05,0.00,15.34,29.51,0.00,9.65,3.33,23.59,22.83,15.96,0.87,
Distance,4321.48,4843.58,6744.51,5635.03,5149.15,2216.01,38.61,4312.84,5123.82,200.37,4473.50,689.39,4661.09,4630.39,4456.94,4358.36,
Total Counts,10803.71,12108.96,16861.26,14087.57,12872.88,5540.03,96.53,10782.09,12809.55,500.92,11183.75,1723.47,11652.74,11575.99,11142.36,10895.89,


 23:06:31
Interval Count,18.43,61.33,67.82,58.13,38.79,42.80,0.00,57.09,39.71,0.00,31.37,6.84,41.61,30.09,58.66,40.53,
Average m/min.,7.38,24.53,27.10,23.23,15.50,17.10,0.00,22.80,15.87,0.00,12.54,2.74,16.65,12.04,23.46,16.20,
Distance,4328.86,4868.12,6771.63,5658.28,5164.67,2233.13,38.61,4335.67,5139.71,200.37,4486.05,692.13,4677.74,4642.43,4480.41,4374.57,
Total Counts,10822.14,12170.29,16929.08,14145.70,12911.67,5582.83,96.53,10839.18,12849.26,500.92,11215.12,1730.32,11694.34,11606.08,11201.01,10936.42,


 23:07:31
Interval Count,59.99,51.32,47.95,64.01,58.96,22.84,0.00,61.09,60.57,0.00,29.95,8.26,58.82,39.47,51.05,53.37,
Average m/min.,23.98,20.52,19.18,25.61,23.60,9.15,0.00,24.45,24.22,0.00,11.98,3.30,23.51,15.79,20.42,21.36,
Distance,4352.85,4888.64,6790.81,5683.88,5188.25,2242.27,38.61,4360.11,5163.93,200.37,4498.03,695.43,4701.26,4658.22,4500.83,4395.92,
Total Counts,10882.13,12221.61,16977.03,14209.71,12970.63,5605.67,96.53,10900.28,12909.83,500.92,11245.07,1738.58,11753.16,11645.55,11252.07,10989.79,


 23:08:31
Interval Count,58.34,20.84,53.22,59.08,62.11,44.50,0.00,60.07,70.89,0.00,43.57,8.37,63.97,25.91,41.88,52.30,
Average m/min.,23.34,8.33,21.27,23.62,24.82,17.78,0.00,24.01,28.35,0.00,17.42,3.35,25.58,10.35,16.73,20.90,
Distance,4376.19,4896.98,6812.10,5707.52,5213.09,2260.07,38.61,4384.14,5192.29,200.37,4515.45,698.78,4726.85,4668.58,4517.58,4416.84,
Total Counts,10940.47,12242.45,17030.25,14268.79,13032.74,5650.17,96.53,10960.34,12980.72,500.92,11288.63,1746.95,11817.13,11671.46,11293.95,11042.09,


 23:09:31
Interval Count,61.12,44.57,51.07,60.45,64.62,36.26,0.00,30.66,77.70,0.00,47.66,6.68,38.96,4.66,6.07,56.97,
Average m/min.,24.45,17.83,20.44,24.17,25.85,14.49,0.00,12.25,31.06,0.00,19.06,2.67,15.59,1.87,2.43,22.79,
Distance,4400.64,4914.81,6832.53,5731.69,5238.94,2274.57,38.61,4396.40,5223.37,200.37,4534.52,701.45,4742.44,4670.45,4520.01,4439.63,
Total Counts,11001.59,12287.01,17081.32,14329.24,13097.36,5686.43,96.53,10991.00,13058.42,500.92,11336.29,1753.63,11856.09,11676.12,11300.01,11099.07,


 23:10:31
Interval Count,35.39,0.00,75.71,51.21,59.64,44.58,0.00,0.00,56.70,0.00,28.36,6.29,61.04,52.42,61.16,54.99,
Average m/min.,14.14,0.00,30.27,20.49,23.86,17.85,0.00,0.00,22.69,0.00,11.34,2.52,24.39,20.96,24.44,21.98,
Distance,4414.79,4914.81,6862.81,5752.18,5262.80,2292.41,38.61,4396.40,5246.05,200.37,4545.86,703.97,4766.85,4691.42,4544.47,4461.62,
Total Counts,11036.99,12287.01,17157.03,14380.45,13157.00,5731.01,96.53,10991.00,13115.12,500.92,11364.64,1759.92,11917.13,11728.54,11361.17,11154.05,


 23:11:31
Interval Count,31.66,54.92,72.18,30.47,72.29,46.71,0.00,50.53,65.13,0.00,30.59,5.08,45.16,56.92,60.99,18.26,
Average m/min.,12.67,21.95,28.85,12.18,28.89,18.66,0.00,20.19,26.03,0.00,12.23,2.03,18.07,22.76,24.38,7.31,
Distance,4427.46,4936.77,6891.68,5764.37,5291.72,2311.09,38.61,4416.61,5272.10,200.37,4558.09,706.00,4784.92,4714.18,4568.86,4468.93,
Total Counts,11068.64,12341.93,17229.21,14410.92,13229.29,5777.72,96.53,11041.53,13180.25,500.92,11395.24,1765.00,11962.29,11785.46,11422.16,11172.32,


 23:12:31
Interval Count,48.92,63.92,47.76,68.89,61.57,35.84,0.00,17.07,52.71,0.00,0.00,0.00,58.47,43.25,62.95,0.00,
Average m/min.,19.57,25.57,19.12,27.58,24.63,14.34,0.00,6.83,21.07,0.00,0.00,0.00,23.38,17.30,25.18,0.00,
Distance,4447.03,4962.34,6910.79,5791.93,5316.34,2325.43,38.61,4423.44,5293.18,200.37,4558.09,706.00,4808.31,4731.48,4594.04,4468.93,
Total Counts,11117.57,12405.86,17276.97,14479.82,13290.86,5813.57,96.53,11058.59,13232.96,500.92,11395.24,1765.00,12020.76,11828.71,11485.11,11172.32,


 23:13:31
Interval Count,48.82,37.59,77.95,60.50,35.32,0.00,0.00,43.38,52.88,0.00,0.00,1.08,60.99,34.30,33.59,0.00,
Average m/min.,19.52,15.03,31.17,24.19,14.13,0.00,0.00,17.36,21.18,0.00,0.00,0.43,24.39,13.73,13.44,0.00,
Distance,4466.55,4977.38,6941.97,5816.13,5330.47,2325.43,38.61,4440.79,5314.34,200.37,4558.09,706.43,4832.70,4745.21,4607.48,4468.93,
Total Counts,11166.38,12443.45,17354.92,14540.32,13326.17,5813.57,96.53,11101.97,13285.84,500.92,11395.24,1766.08,12081.75,11863.01,11518.70,11172.32,


 23:14:31
Interval Count,49.28,1.50,68.75,52.67,73.68,0.00,0.00,57.53,0.00,0.00,0.00,9.63,57.21,57.66,58.03,0.00,
Average m/min.,19.70,0.60,27.48,21.04,29.44,0.00,0.00,22.98,0.00,0.00,0.00,3.85,22.87,23.06,23.20,0.00,
Distance,4486.26,4977.98,6969.47,5837.19,5359.94,2325.43,38.61,4463.80,5314.34,200.37,4558.09,710.28,4855.58,4768.27,4630.69,4468.93,
Total Counts,11215.66,12444.95,17423.67,14592.99,13399.86,5813.57,96.53,11159.50,13285.84,500.92,11395.24,1775.71,12138.96,11920.67,11576.72,11172.32,


 23:15:31
Interval Count,26.88,62.28,36.42,64.00,67.67,0.00,0.00,42.09,0.00,0.00,37.01,6.76,46.64,27.11,47.04,0.00,
Average m/min.,10.76,24.91,14.58,25.62,27.10,0.00,0.00,16.85,0.00,0.00,14.81,2.71,18.66,10.84,18.82,0.00,
Distance,4497.02,5002.89,6984.04,5862.79,5387.01,2325.43,38.61,4480.64,5314.34,200.37,4572.90,712.99,4874.24,4779.11,4649.51,4468.93,
Total Counts,11242.54,12507.22,17460.09,14656.99,13467.53,5813.57,96.53,11201.59,13285.84,500.92,11432.25,1782.47,12185.61,11947.78,11623.76,11172.32,


 23:16:31
Interval Count,35.82,63.25,73.93,63.41,66.30,0.00,0.00,49.34,0.00,0.00,55.22,6.50,63.08,50.00,40.61,0.00,
Average m/min.,14.32,25.29,29.55,25.35,26.50,0.00,0.00,19.72,0.00,0.00,22.10,2.60,25.23,19.99,16.23,0.00,
Distance,4511.34,5028.19,7013.61,5888.16,5413.53,2325.43,38.61,4500.37,5314.34,200.37,4594.99,715.59,4899.47,4799.11,4665.75,4468.93,
Total Counts,11278.36,12570.47,17534.03,14720.39,13533.83,5813.57,96.53,11250.93,13285.84,500.92,11487.47,1788.97,12248.68,11997.78,11664.37,11172.32,


 23:17:31
Interval Count,54.74,37.99,63.47,47.53,75.01,0.00,0.00,62.82,54.30,0.00,33.17,8.16,40.58,58.61,0.00,44.16,
Average m/min.,21.89,15.19,25.39,19.01,30.00,0.00,0.00,25.11,21.70,0.00,13.26,3.26,16.23,23.44,0.00,17.67,
Distance,4533.24,5043.38,7039.00,5907.17,5443.54,2325.43,38.61,4525.50,5336.06,200.37,4608.26,718.85,4915.71,4822.55,4665.75,4486.59,
Total Counts,11333.09,12608.46,17597.50,14767.92,13608.84,5813.57,96.53,11313.75,13340.14,500.92,11520.64,1797.13,12289.26,12056.38,11664.37,11216.47,


 23:18:31
Interval Count,12.99,50.82,69.53,67.47,42.51,0.00,0.00,62.59,72.92,0.00,60.62,6.71,0.00,57.30,0.00,37.41,
Average m/min.,5.19,20.33,27.81,26.99,17.01,0.00,0.00,25.06,29.20,0.00,24.26,2.69,0.00,22.92,0.00,14.96,
Distance,4538.43,5063.71,7066.81,5934.16,5460.54,2325.43,38.61,4550.54,5365.23,200.37,4632.51,721.54,4915.71,4845.47,4665.75,4501.55,
Total Counts,11346.08,12659.28,17667.03,14835.39,13651.36,5813.57,96.53,11376.34,13413.07,500.92,11581.26,1803.84,12289.26,12113.68,11664.37,11253.88,


 23:19:31
Interval Count,0.00,59.22,47.45,61.97,46.28,0.00,0.00,66.16,75.22,0.00,60.37,5.45,0.00,57.42,19.75,61.72,
Average m/min.,0.00,23.68,18.97,24.77,18.49,0.00,0.00,26.43,30.06,0.00,24.12,2.18,0.00,22.96,7.90,24.67,
Distance,4538.43,5087.40,7085.79,5958.95,5479.05,2325.43,38.61,4577.00,5395.32,200.37,4656.65,723.72,4915.71,4868.44,4673.65,4526.24,
Total Counts,11346.08,12718.50,17714.47,14897.37,13697.63,5813.57,96.53,11442.50,13488.29,500.92,11641.63,1809.29,12289.26,12171.11,11684.12,11315.61,


 23:20:31
Interval Count,0.07,63.01,58.55,25.38,72.70,0.00,0.00,49.64,37.64,0.00,50.78,2.89,0.00,35.72,60.76,54.26,
Average m/min.,0.03,25.21,23.42,10.15,29.10,0.00,0.00,19.86,15.05,0.00,20.30,1.15,0.00,14.29,24.30,21.72,
Distance,4538.46,5112.61,7109.21,5969.10,5508.13,2325.43,38.61,4596.86,5410.37,200.37,4676.96,724.87,4915.71,4882.73,4697.95,4547.95,
Total Counts,11346.14,12781.51,17773.03,14922.75,13770.33,5813.57,96.53,11492.14,13525.93,500.92,11692.41,1812.18,12289.26,12206.83,11744.88,11369.87,


 23:21:31
Interval Count,53.24,11.55,59.37,61.37,71.20,0.00,0.00,0.00,74.92,0.00,3.79,0.00,0.00,11.43,62.11,56.13,
Average m/min.,21.29,4.62,23.74,24.53,28.46,0.00,0.00,0.00,29.98,0.00,1.52,0.00,0.00,4.58,24.82,22.44,
Distance,4559.75,5117.23,7132.96,5993.65,5536.61,2325.43,38.61,4596.86,5440.34,200.37,4678.48,724.87,4915.71,4887.31,4722.79,4570.40,
Total Counts,11399.38,12793.07,17832.39,14984.12,13841.53,5813.57,96.53,11492.14,13600.86,500.92,11696.20,1812.18,12289.26,12218.26,11806.99,11426.00,


 23:22:31
Interval Count,48.95,50.18,31.16,59.24,38.04,0.37,0.00,0.00,81.41,0.16,57.92,0.00,0.00,0.00,65.12,59.50,
Average m/min.,19.58,20.07,12.47,23.69,15.22,0.14,0.00,0.00,32.55,0.06,23.16,0.00,0.00,0.00,26.06,23.80,
Distance,4579.33,5137.30,7145.42,6017.34,5551.83,2325.57,38.61,4596.86,5472.91,200.43,4701.65,724.87,4915.71,4887.31,4748.84,4594.20,
Total Counts,11448.33,12843.25,17863.55,15043.36,13879.57,5813.93,96.53,11492.14,13682.26,501.08,11754.12,1812.18,12289.26,12218.26,11872.11,11485.50,


 23:23:31
Interval Count,32.03,63.54,76.89,60.22,0.00,41.84,0.00,0.00,77.91,0.00,40.07,0.32,27.08,20.83,63.82,54.84,
Average m/min.,12.81,25.41,30.75,24.09,0.00,16.75,0.00,0.00,31.17,0.00,16.02,0.13,10.83,8.33,25.52,21.94,
Distance,4592.14,5162.72,7176.18,6041.43,5551.83,2342.31,38.61,4596.86,5504.07,200.43,4717.67,725.00,4926.54,4895.64,4774.37,4616.14,
Total Counts,11480.36,12906.79,17940.45,15103.58,13879.57,5855.78,96.53,11492.14,13760.17,501.08,11794.18,1812.50,12316.34,12239.09,11935.92,11540.34,


 23:24:31
Interval Count,45.04,59.97,10.11,59.75,0.00,37.92,0.00,12.84,55.51,0.00,59.75,9.82,49.01,46.79,67.17,50.66,
Average m/min.,18.02,23.98,4.04,23.88,0.00,15.16,0.00,5.13,22.19,0.00,23.90,3.93,19.60,18.70,26.85,20.24,
Distance,4610.16,5186.71,7180.22,6065.33,5551.83,2357.48,38.61,4601.99,5526.27,200.43,4741.57,728.93,4946.14,4914.35,4801.24,4636.40,
Total Counts,11525.39,12966.76,17950.55,15163.33,13879.57,5893.70,96.53,11504.99,13815.68,501.08,11853.93,1822.32,12365.36,12285.88,12003.09,11591.00,


 23:25:31
Interval Count,58.58,6.03,0.00,18.51,0.00,42.46,0.00,61.01,61.84,0.00,34.62,7.26,56.34,57.92,63.86,0.00,
Average m/min.,23.43,2.41,0.00,7.42,0.00,16.99,0.00,24.41,24.73,0.00,13.84,2.90,22.54,23.17,25.55,0.00,
Distance,4633.59,5189.12,7180.22,6072.74,5551.83,2374.46,38.61,4626.40,5551.01,200.43,4755.42,731.83,4968.68,4937.52,4826.78,4636.40,
Total Counts,11583.97,12972.79,17950.55,15181.84,13879.57,5936.16,96.53,11566.00,13877.53,501.08,11888.55,1829.58,12421.70,12343.80,12066.95,11591.00,


 23:26:31
Interval Count,37.68,64.61,0.00,0.00,0.00,40.86,0.00,56.11,66.80,0.00,58.47,5.53,45.79,42.20,9.88,0.00,
Average m/min.,15.06,25.83,0.00,0.00,0.00,16.35,0.00,22.45,26.74,0.00,23.39,2.21,18.30,16.87,3.95,0.00,
Distance,4648.66,5214.96,7180.22,6072.74,5551.83,2390.81,38.61,4648.84,5577.73,200.43,4778.81,734.04,4986.99,4954.40,4830.73,4636.40,
Total Counts,11621.66,13037.39,17950.55,15181.84,13879.57,5977.01,96.53,11622.11,13944.33,501.08,11947.03,1835.11,12467.49,12386.00,12076.83,11591.00,


 23:27:31
Interval Count,57.21,64.57,0.00,0.00,0.00,39.93,0.00,52.38,9.96,0.00,58.26,9.00,56.01,60.04,0.00,27.45,
Average m/min.,22.89,25.80,0.00,0.00,0.00,15.95,0.00,20.92,3.98,0.00,23.29,3.60,22.40,24.01,0.00,10.97,
Distance,4671.55,5240.78,7180.22,6072.74,5551.83,2406.78,38.61,4669.79,5581.72,200.43,4802.12,737.64,5009.40,4978.42,4830.73,4647.38,
Total Counts,11678.87,13101.96,17950.55,15181.84,13879.57,6016.95,96.53,11674.49,13954.29,501.08,12005.29,1844.11,12523.50,12446.04,12076.83,11618.45,


 23:28:31
Interval Count,55.08,55.53,0.00,0.00,0.00,38.68,0.00,60.32,71.22,0.00,36.82,6.71,62.46,51.42,0.01,41.74,
Average m/min.,22.03,22.21,0.00,0.00,0.00,15.48,0.00,24.14,28.49,0.00,14.71,2.69,24.97,20.56,0.01,16.70,
Distance,4693.58,5262.99,7180.22,6072.74,5551.83,2422.25,38.61,4693.92,5610.21,200.43,4816.84,740.33,5034.38,4998.98,4830.74,4664.07,
Total Counts,11733.95,13157.49,17950.55,15181.84,13879.57,6055.63,96.53,11734.80,14025.51,501.08,12042.11,1850.82,12585.96,12497.46,12076.84,11660.18,


 23:29:31
Interval Count,49.39,28.36,0.00,0.00,0.00,35.76,0.00,55.28,50.18,0.00,38.32,8.24,22.71,51.39,57.36,34.74,
Average m/min.,19.75,11.34,0.00,0.00,0.00,14.30,0.00,22.11,20.07,0.00,15.34,3.29,9.09,20.56,22.93,13.89,
Distance,4713.34,5274.34,7180.22,6072.74,5551.83,2436.56,38.61,4716.03,5630.28,200.43,4832.17,743.62,5043.47,5019.54,4853.68,4677.97,
Total Counts,11783.34,13185.84,17950.55,15181.84,13879.57,6091.39,96.53,11790.08,14075.70,501.08,12080.42,1859.05,12608.67,12548.86,12134.20,11694.92,


 23:30:31
Interval Count,52.66,63.87,31.63,0.00,0.00,6.29,0.00,50.26,58.32,0.00,56.41,5.58,40.01,46.97,59.91,67.32,
Average m/min.,21.06,25.54,12.65,0.00,0.00,2.51,0.00,20.09,23.30,0.00,22.53,2.23,15.99,18.78,23.96,26.91,
Distance,4734.40,5299.88,7192.87,6072.74,5551.83,2439.07,38.61,4736.14,5653.61,200.43,4854.73,745.85,5059.47,5038.33,4877.64,4704.89,
Total Counts,11836.00,13249.71,17982.18,15181.84,13879.57,6097.68,96.53,11840.34,14134.01,501.08,12136.83,1864.63,12648.68,12595.83,12194.11,11762.24,


 23:31:31
Interval Count,41.63,61.13,76.89,0.00,0.00,44.26,0.00,48.87,27.21,0.00,53.93,4.83,46.59,0.00,64.22,60.55,
Average m/min.,16.65,24.46,30.77,0.00,0.00,17.73,0.00,19.56,10.89,0.00,21.59,1.93,18.64,0.00,25.69,24.23,
Distance,4751.05,5324.34,7223.63,6072.74,5551.83,2456.78,38.61,4755.68,5664.49,200.43,4876.31,747.78,5078.11,5038.33,4903.33,4729.12,
Total Counts,11877.63,13310.84,18059.08,15181.84,13879.57,6141.95,96.53,11889.21,14161.22,501.08,12190.76,1869.46,12695.28,12595.83,12258.33,11822.79,


 23:32:31
Interval Count,0.00,32.72,47.49,0.00,0.00,40.30,0.00,42.37,0.00,0.00,0.00,0.00,57.30,0.00,52.63,40.08,
Average m/min.,0.00,13.08,18.98,0.00,0.00,16.10,0.00,16.93,0.00,0.00,0.00,0.00,22.92,0.00,21.04,16.02,
Distance,4751.05,5337.43,7242.63,6072.74,5551.83,2472.90,38.61,4772.63,5664.49,200.43,4876.31,747.78,5101.03,5038.33,4924.38,4745.15,
Total Counts,11877.63,13343.57,18106.57,15181.84,13879.57,6182.25,96.53,11931.58,14161.22,501.08,12190.76,1869.46,12752.58,12595.83,12310.96,11862.87,


 23:33:31
Interval Count,22.29,62.54,77.62,4.36,0.00,45.53,0.00,63.71,3.54,0.00,0.00,2.25,43.25,0.00,49.21,66.05,
Average m/min.,8.92,25.01,31.05,1.74,0.00,18.22,0.00,25.49,1.42,0.00,0.00,0.90,17.30,0.00,19.70,26.44,
Distance,4759.97,5362.44,7273.67,6074.48,5551.83,2491.11,38.61,4798.12,5665.91,200.43,4876.31,748.68,5118.33,5038.33,4944.07,4771.57,
Total Counts,11899.92,13406.11,18184.18,15186.20,13879.57,6227.78,96.53,11995.29,14164.76,501.08,12190.76,1871.71,12795.83,12595.83,12360.17,11928.92,


 23:34:31
Interval Count,47.61,6.17,76.37,59.53,0.00,39.91,0.00,65.70,62.29,0.00,2.59,6.39,47.03,0.00,62.05,41.45,
Average m/min.,19.04,2.47,30.54,23.80,0.00,15.96,0.00,26.28,24.93,0.00,1.03,2.56,18.81,0.00,24.81,16.57,
Distance,4779.01,5364.91,7304.22,6098.29,5551.83,2507.07,38.61,4824.39,5690.82,200.43,4877.34,751.24,5137.14,5038.33,4968.89,4788.15,
Total Counts,11947.53,13412.28,18260.55,15245.72,13879.57,6267.68,96.53,12060.99,14227.05,501.08,12193.36,1878.11,12842.86,12595.83,12422.22,11970.37,


 23:35:31
Interval Count,51.47,57.63,76.18,32.79,0.00,46.01,0.00,21.37,58.76,0.00,21.83,5.92,38.66,9.74,60.67,37.29,
Average m/min.,20.58,23.04,30.45,13.11,0.00,18.38,0.00,8.54,23.48,0.00,8.72,2.37,15.46,3.90,24.25,14.90,
Distance,4799.60,5387.96,7334.69,6111.41,5551.83,2525.48,38.61,4832.94,5714.33,200.43,4886.07,753.61,5152.61,5042.23,4993.16,4803.06,
Total Counts,11999.00,13469.91,18336.74,15278.51,13879.57,6313.70,96.53,12082.36,14285.82,501.08,12215.18,1884.03,12881.51,12605.57,12482.89,12007.66,


 23:36:31
Interval Count,53.51,26.76,77.97,0.00,0.00,23.92,0.00,64.13,0.00,0.00,23.59,8.24,0.00,53.74,8.86,0.00,
Average m/min.,21.41,10.71,31.20,0.00,0.00,9.58,0.00,25.67,0.00,0.00,9.44,3.30,0.00,21.49,3.54,0.00,
Distance,4821.01,5398.67,7365.88,6111.41,5551.83,2535.05,38.61,4858.59,5714.33,200.43,4895.51,756.91,5152.61,5063.72,4996.70,4803.06,
Total Counts,12052.51,13496.67,18414.71,15278.51,13879.57,6337.62,96.53,12146.49,14285.82,501.08,12238.78,1892.26,12881.51,12659.30,12491.75,12007.66,


 23:37:31
Interval Count,51.97,0.00,75.39,0.00,12.29,0.00,0.00,65.12,0.00,0.00,43.34,6.47,0.00,59.07,7.76,0.00,
Average m/min.,20.77,0.00,30.13,0.00,4.90,0.00,0.00,26.03,0.00,0.00,17.34,2.58,0.00,23.61,3.11,0.00,
Distance,4841.79,5398.67,7396.04,6111.41,5556.74,2535.05,38.61,4884.64,5714.33,200.43,4912.85,759.49,5152.61,5087.35,4999.81,4803.06,
Total Counts,12104.49,13496.67,18490.11,15278.51,13891.86,6337.62,96.53,12211.61,14285.82,501.08,12282.12,1898.74,12881.51,12718.37,12499.51,12007.66,


 23:38:31
Interval Count,26.22,0.00,44.00,53.43,34.28,0.00,0.00,40.50,0.00,0.00,55.17,4.92,45.41,57.80,59.47,17.50,
