,Activity Wheel Software from Lafayette Instrument Company.
,Version 11.16.5338.19188
,Experiment Setup:
,Connected Hardware:
,,USB Interface REV 1 [1-FTDH63QW]
,,USB Interface REV 2 [2-FTV64L2L]
,     Experiment Name: Wolff_Y_maze_8-15-17
,     Experiment Length: 10 Days
,     Download Interval(Active Cycle): 1 Minute
,     Date Format: M/d/yyyy
,     Time Format: H:mm:ss
,     Start Time: 9/2/2017 15:39:45
,     Stop Time: ~9/12/2017 15:39:45


Interface/Port, 1-1, 2-1, 2-2, 2-3, 2-4, 2-5, 2-6, 2-7, 2-8, 2-9, 2-10, 2-11, 2-12, 2-13, 2-14, 2-15,
Counter/Animal ID, 16, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15,
Cage Type,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,Mouse,



Distance,6510.60,14878.22,32967.68,31719.81,6141.33,18767.82,0.02,3824.76,21477.53,397.80,23025.59,1960.38,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.50,37195.54,82419.20,79299.51,15353.32,46919.54,0.04,9561.91,53693.82,994.50,57563.99,4900.96,24878.97,23237.33,47128.80,0.05,


 04:12:46
Interval Count,0.00,0.00,0.00,62.36,0.00,0.00,0.00,0.00,0.00,0.00,35.33,6.24,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,24.95,0.00,0.00,0.00,0.00,0.00,0.00,14.12,2.50,0.00,0.00,0.00,0.00,
Distance,6510.60,14878.22,32967.68,31744.75,6141.33,18767.82,0.02,3824.76,21477.53,397.80,23039.73,1962.88,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.50,37195.54,82419.20,79361.87,15353.32,46919.54,0.04,9561.91,53693.82,994.50,57599.32,4907.20,24878.97,23237.33,47128.80,0.05,


 04:13:46
Interval Count,0.00,0.00,0.00,58.72,0.00,38.64,0.00,0.00,0.00,0.00,30.37,8.95,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,23.47,0.00,15.44,0.00,0.00,0.00,0.00,12.14,3.58,0.00,0.00,0.00,0.00,
Distance,6510.60,14878.22,32967.68,31768.24,6141.33,18783.27,0.02,3824.76,21477.53,397.80,23051.87,1966.46,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.50,37195.54,82419.20,79420.59,15353.32,46958.18,0.04,9561.91,53693.82,994.50,57629.68,4916.14,24878.97,23237.33,47128.80,0.05,


 04:14:46
Interval Count,0.00,0.00,0.00,22.71,0.00,51.84,0.00,0.00,0.00,0.00,1.22,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,9.08,0.00,20.76,0.00,0.00,0.00,0.00,0.49,0.00,0.00,0.00,0.00,0.00,
Distance,6510.60,14878.22,32967.68,31777.32,6141.33,18804.01,0.02,3824.76,21477.53,397.80,23052.36,1966.46,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.50,37195.54,82419.20,79443.30,15353.32,47010.03,0.04,9561.91,53693.82,994.50,57630.91,4916.14,24878.97,23237.33,47128.80,0.05,


 04:15:46
Interval Count,0.00,0.00,0.00,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,4.05,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.00,
Distance,6510.60,14878.22,32967.68,31777.32,6141.33,18804.17,0.02,3824.76,21477.53,397.80,23052.36,1968.08,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.50,37195.54,82419.20,79443.30,15353.32,47010.42,0.04,9561.91,53693.82,994.50,57630.91,4920.20,24878.97,23237.33,47128.80,0.05,


 04:16:46
Interval Count,0.00,0.00,0.00,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Distance,6510.60,14878.22,32967.68,31777.49,6141.33,18804.17,0.02,3824.76,21477.53,397.80,23052.36,1968.08,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.50,37195.54,82419.20,79443.74,15353.32,47010.42,0.04,9561.91,53693.82,994.50,57630.91,4920.20,24878.97,23237.33,47128.80,0.05,


 04:17:46
Interval Count,0.00,0.00,0.00,38.03,0.00,0.03,0.00,0.00,0.00,0.00,2.78,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,15.22,0.00,0.01,0.00,0.00,0.00,0.00,1.11,0.00,0.00,0.00,0.00,0.00,
Distance,6510.60,14878.22,32967.68,31792.71,6141.33,18804.18,0.02,3824.76,21477.53,397.80,23053.47,1968.08,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.50,37195.54,82419.20,79481.76,15353.32,47010.45,0.04,9561.91,53693.82,994.50,57633.68,4920.20,24878.97,23237.33,47128.80,0.05,


 04:18:46
Interval Count,0.00,26.57,0.00,43.09,0.00,4.33,0.00,0.00,0.00,0.03,2.67,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,10.61,0.00,17.22,0.00,1.73,0.00,0.00,0.00,0.01,1.07,0.00,0.00,0.00,0.00,0.00,
Distance,6510.60,14888.84,32967.68,31809.94,6141.33,18805.91,0.02,3824.76,21477.53,397.81,23054.54,1968.08,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.50,37222.11,82419.20,79524.86,15353.32,47014.78,0.04,9561.91,53693.82,994.53,57636.36,4920.20,24878.97,23237.33,47128.80,0.05,


 04:19:46
Interval Count,0.00,43.14,0.00,24.83,0.00,0.92,0.00,0.00,0.00,0.00,36.84,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,17.26,0.00,9.93,0.00,0.37,0.00,0.00,0.00,0.00,14.73,0.00,0.00,0.00,0.00,0.00,
Distance,6510.60,14906.10,32967.68,31819.87,6141.33,18806.28,0.02,3824.76,21477.53,397.81,23069.28,1968.08,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.50,37265.25,82419.20,79549.68,15353.32,47015.70,0.04,9561.91,53693.82,994.53,57673.20,4920.20,24878.97,23237.33,47128.80,0.05,


 04:20:46
Interval Count,0.00,58.95,0.00,0.29,0.00,1.43,0.00,0.00,0.00,0.00,51.86,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,23.57,0.00,0.12,0.00,0.57,0.00,0.00,0.00,0.00,20.75,0.00,0.00,0.00,0.00,0.00,
Distance,6510.60,14929.68,32967.68,31819.99,6141.33,18806.85,0.02,3824.76,21477.53,397.81,23090.02,1968.08,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.50,37324.20,82419.20,79549.97,15353.32,47017.13,0.04,9561.91,53693.82,994.53,57725.05,4920.20,24878.97,23237.33,47128.80,0.05,


 04:21:46
Interval Count,0.07,62.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.21,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.03,25.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.08,0.00,0.00,0.00,0.00,0.00,
Distance,6510.63,14954.81,32967.68,31819.99,6141.33,18806.85,0.02,3824.76,21477.53,397.81,23100.11,1968.08,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.57,37387.01,82419.20,79549.97,15353.32,47017.13,0.04,9561.91,53693.82,994.53,57750.26,4920.20,24878.97,23237.33,47128.80,0.05,


 04:22:46
Interval Count,0.00,21.58,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,50.34,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,8.62,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.00,20.13,0.00,0.00,0.00,0.00,0.00,
Distance,6510.63,14963.44,32967.68,31819.99,6141.33,18806.85,0.02,3824.88,21477.53,397.81,23120.24,1968.08,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.57,37408.59,82419.20,79549.97,15353.32,47017.13,0.04,9562.21,53693.82,994.53,57800.61,4920.20,24878.97,23237.33,47128.80,0.05,


 04:23:46
Interval Count,0.00,34.16,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,49.34,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,13.66,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,19.73,0.00,0.00,0.00,0.00,0.00,
Distance,6510.63,14977.10,32967.68,31820.00,6141.33,18806.85,0.02,3824.88,21477.53,397.81,23139.98,1968.08,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.57,37442.75,82419.20,79550.00,15353.32,47017.13,0.04,9562.21,53693.82,994.53,57849.95,4920.20,24878.97,23237.33,47128.80,0.05,


 04:24:46
Interval Count,0.00,60.70,0.00,11.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0.00,0.00,0.00,
Average m/min.,0.00,24.27,0.00,4.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,
Distance,6510.63,15001.38,32967.68,31824.63,6141.33,18806.85,0.02,3824.88,21477.53,397.81,23139.98,1968.34,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.57,37503.45,82419.20,79561.58,15353.32,47017.13,0.04,9562.21,53693.82,994.53,57849.95,4920.86,24878.97,23237.33,47128.80,0.05,


 04:25:46
Interval Count,0.00,44.64,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.79,0.00,0.00,0.00,0.00,
Average m/min.,0.00,17.86,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,3.20,0.32,0.00,0.00,0.00,0.00,
Distance,6510.63,15019.24,32967.68,31824.65,6141.33,18806.85,0.02,3824.88,21477.53,397.81,23143.18,1968.66,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.57,37548.09,82419.20,79561.62,15353.32,47017.13,0.04,9562.21,53693.82,994.53,57857.95,4921.64,24878.97,23237.33,47128.80,0.05,


 04:26:46
Interval Count,0.00,10.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.84,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,4.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.93,0.00,0.00,0.00,0.00,0.00,
Distance,6510.63,15023.52,32967.68,31824.65,6141.33,18806.85,0.02,3824.88,21477.53,397.81,23161.12,1968.66,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.57,37558.79,82419.20,79561.62,15353.32,47017.13,0.04,9562.21,53693.82,994.53,57902.79,4921.64,24878.97,23237.33,47128.80,0.05,


 04:27:46
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.89,0.00,0.00,0.00,0.00,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.16,0.00,0.00,0.00,0.00,0.00,
Distance,6510.63,15023.52,32967.68,31824.65,6141.33,18806.85,0.02,3824.88,21477.53,397.81,23176.27,1968.66,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.57,37558.79,82419.20,79561.62,15353.32,47017.13,0.04,9562.21,53693.82,994.53,57940.68,4921.64,24878.97,23237.33,47128.80,0.05,


 04:28:46
Interval Count,0.00,10.88,0.00,0.04,0.00,8.50,0.00,0.00,0.00,0.00,36.96,15.75,0.00,0.00,0.00,0.00,
Average m/min.,0.00,4.35,0.00,0.01,0.00,3.40,0.00,0.00,0.00,0.00,14.77,6.29,0.00,0.00,0.00,0.00,
Distance,6510.63,15027.87,32967.68,31824.66,6141.33,18810.25,0.02,3824.88,21477.53,397.81,23191.06,1974.96,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.57,37569.67,82419.20,79561.66,15353.32,47025.63,0.04,9562.21,53693.82,994.53,57977.64,4937.39,24878.97,23237.33,47128.80,0.05,


 04:29:46
Interval Count,0.00,36.79,1.34,17.22,0.00,31.42,0.00,0.00,0.00,0.00,37.20,17.87,0.00,0.00,0.00,0.00,
Average m/min.,0.00,14.71,0.54,6.89,0.00,12.57,0.00,0.00,0.00,0.00,14.89,7.15,0.00,0.00,0.00,0.00,
Distance,6510.63,15042.58,32968.22,31831.55,6141.33,18822.82,0.02,3824.88,21477.53,397.81,23205.94,1982.11,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.57,37606.46,82420.54,79578.88,15353.32,47057.05,0.04,9562.21,53693.82,994.53,58014.84,4955.26,24878.97,23237.33,47128.80,0.05,


 04:30:46
Interval Count,0.00,8.64,0.00,15.61,0.00,1.09,0.00,0.00,0.00,3.95,35.03,3.55,0.00,0.00,0.00,0.00,
Average m/min.,0.00,3.46,0.00,6.24,0.00,0.44,0.00,0.00,0.00,1.58,14.00,1.42,0.00,0.00,0.00,0.00,
Distance,6510.63,15046.04,32968.22,31837.79,6141.33,18823.26,0.02,3824.88,21477.53,399.39,23219.95,1983.53,9951.59,9294.93,18851.52,0.02,
Total Counts,16276.57,37615.11,82420.54,79594.49,15353.32,47058.14,0.04,9562.21,53693.82,998.47,58049.87,4958.82,24878.97,23237.33,47128.80,0.05,


 04:31:46
Interval Count,0.00,43.16,0.00,20.57,0.00,20.16,0.00,0.00,0.00,1.55,26.20,12.57,0.00,0.00,0.01,0.00,
Average m/min.,0.00,17.26,0.00,8.22,0.00,8.06,0.00,0.00,0.00,0.62,10.48,5.02,0.00,0.00,0.01,0.00,
Distance,6510.63,15063.31,32968.22,31846.02,6141.33,18831.32,0.02,3824.88,21477.53,400.01,23230.43,1988.55,9951.59,9294.93,18851.53,0.02,
Total Counts,16276.57,37658.26,82420.54,79615.05,15353.32,47078.30,0.04,9562.21,53693.82,1000.03,58076.07,4971.38,24878.97,23237.33,47128.82,0.05,


 04:32:46
Interval Count,0.00,19.39,0.53,42.51,0.00,38.57,0.00,8.57,0.00,0.00,37.58,7.87,0.00,0.00,9.04,0.00,
Average m/min.,0.00,7.75,0.21,17.02,0.00,15.44,0.00,3.43,0.00,0.00,15.02,3.15,0.00,0.00,3.61,0.00,
Distance,6510.63,15071.06,32968.43,31863.03,6141.33,18846.75,0.02,3828.31,21477.53,400.01,23245.46,1991.70,9951.59,9294.93,18855.14,0.02,
Total Counts,16276.57,37677.66,82421.07,79657.57,15353.32,47116.87,0.04,9570.78,53693.82,1000.03,58113.64,4979.25,24878.97,23237.33,47137.86,0.05,


 04:33:46
Interval Count,0.00,38.14,17.26,0.67,0.00,36.22,0.00,20.63,0.00,0.00,0.00,5.51,0.33,0.00,11.09,0.00,
Average m/min.,0.00,15.26,6.90,0.26,0.00,14.47,0.00,8.25,0.00,0.00,0.00,2.21,0.13,0.00,4.44,0.00,
Distance,6510.63,15086.32,32975.33,31863.29,6141.33,18861.24,0.02,3836.56,21477.53,400.01,23245.46,1993.91,9951.72,9294.93,18859.58,0.02,
Total Counts,16276.57,37715.80,82438.33,79658.24,15353.32,47153.09,0.04,9591.41,53693.82,1000.03,58113.64,4984.76,24879.30,23237.33,47148.95,0.05,


 04:34:46
Interval Count,0.00,47.04,49.72,10.50,0.00,43.46,0.00,20.91,0.00,0.00,0.00,0.00,9.12,0.00,46.04,0.00,
Average m/min.,0.00,18.81,19.89,4.20,0.00,17.39,0.00,8.37,0.00,0.00,0.00,0.00,3.65,0.00,18.41,0.00,
Distance,6510.63,15105.14,32995.22,31867.49,6141.33,18878.62,0.02,3844.93,21477.53,400.01,23245.46,1993.91,9955.37,9294.93,18877.99,0.02,
Total Counts,16276.57,37762.84,82488.05,79668.74,15353.32,47196.55,0.04,9612.32,53693.82,1000.03,58113.64,4984.76,24888.42,23237.33,47194.99,0.05,


 04:35:46
Interval Count,0.00,49.32,32.38,28.21,0.00,41.03,0.00,20.34,0.00,0.00,0.00,2.43,0.00,0.04,35.99,0.00,
Average m/min.,0.00,19.72,12.95,11.28,0.00,16.39,0.00,8.12,0.00,0.00,0.00,0.97,0.00,0.02,14.40,0.00,
Distance,6510.63,15124.86,33008.17,31878.78,6141.33,18895.03,0.02,3853.06,21477.53,400.01,23245.46,1994.88,9955.37,9294.95,18892.39,0.02,
Total Counts,16276.57,37812.16,82520.43,79696.95,15353.32,47237.58,0.04,9632.66,53693.82,1000.03,58113.64,4987.20,24888.42,23237.37,47230.97,0.05,


 04:36:46
Interval Count,0.00,34.51,8.39,50.39,0.00,31.53,0.00,33.00,0.00,0.00,12.99,7.61,11.34,0.00,44.83,0.00,
Average m/min.,0.00,13.81,3.36,20.16,0.00,12.62,0.00,13.21,0.00,0.00,5.19,3.04,4.54,0.00,17.92,0.00,
Distance,6510.63,15138.67,33011.53,31898.94,6141.33,18907.64,0.02,3866.26,21477.53,400.01,23250.65,1997.92,9959.91,9294.95,18910.32,0.02,
Total Counts,16276.57,37846.67,82528.83,79747.34,15353.32,47269.11,0.04,9665.66,53693.82,1000.03,58126.63,4994.80,24899.76,23237.37,47275.80,0.05,


 04:37:46
Interval Count,0.00,31.45,6.53,49.43,0.00,26.91,0.00,9.33,0.00,0.00,53.16,9.04,16.22,0.00,52.14,0.00,
Average m/min.,0.00,12.58,2.61,19.76,0.00,10.76,0.00,3.73,0.00,0.00,21.26,3.62,6.48,0.00,20.86,0.00,
Distance,6510.63,15151.25,33014.14,31918.71,6141.33,18918.41,0.02,3869.99,21477.53,400.01,23271.92,2001.54,9966.39,9294.95,18931.18,0.02,
Total Counts,16276.57,37878.12,82535.36,79796.78,15353.32,47296.01,0.04,9674.99,53693.82,1000.03,58179.79,5003.84,24915.99,23237.37,47327.95,0.05,


 04:38:46
Interval Count,0.00,63.12,4.34,49.89,0.00,28.97,0.00,0.00,0.00,0.00,44.37,0.00,20.58,0.00,3.39,0.00,
Average m/min.,0.00,25.22,1.74,19.95,0.00,11.58,0.00,0.00,0.00,0.00,17.73,0.00,8.23,0.00,1.36,0.00,
Distance,6510.63,15176.49,33015.88,31938.67,6141.33,18929.99,0.02,3869.99,21477.53,400.01,23289.66,2001.54,9974.63,9294.95,18932.54,0.02,
Total Counts,16276.57,37941.24,82539.70,79846.67,15353.32,47324.99,0.04,9674.99,53693.82,1000.03,58224.16,5003.84,24936.57,23237.37,47331.34,0.05,


 04:39:46
Interval Count,0.00,62.95,0.00,0.45,0.00,34.75,0.00,0.00,0.00,0.00,59.08,1.80,1.08,0.24,23.12,0.00,
Average m/min.,0.00,25.19,0.00,0.18,0.00,13.90,0.00,0.00,0.00,0.00,23.62,0.72,0.43,0.09,9.24,0.00,
Distance,6510.63,15201.67,33015.88,31938.85,6141.33,18943.89,0.02,3869.99,21477.53,400.01,23313.29,2002.26,9975.06,9295.04,18941.78,0.02,
Total Counts,16276.57,38004.18,82539.70,79847.12,15353.32,47359.74,0.04,9674.99,53693.82,1000.03,58283.24,5005.64,24937.64,23237.61,47354.46,0.05,


 04:40:47
Interval Count,0.00,63.26,0.00,0.00,0.00,24.79,0.00,0.00,0.00,0.00,44.09,13.05,0.00,0.64,0.00,0.00,
Average m/min.,0.00,25.30,0.00,0.00,0.00,9.92,0.00,0.00,0.00,0.00,17.65,5.22,0.00,0.26,0.00,0.00,
Distance,6510.63,15226.98,33015.88,31938.85,6141.33,18953.81,0.02,3869.99,21477.53,400.01,23330.93,2007.48,9975.06,9295.30,18941.78,0.02,
Total Counts,16276.57,38067.45,82539.70,79847.12,15353.32,47384.53,0.04,9674.99,53693.82,1000.03,58327.33,5018.70,24937.64,23238.25,47354.46,0.05,


 04:41:46
Interval Count,0.00,68.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13,9.50,0.00,0.36,33.57,0.00,
Average m/min.,0.00,27.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,3.80,0.00,0.14,13.43,0.00,
Distance,6510.63,15254.38,33015.88,31938.85,6141.33,18953.81,0.02,3869.99,21477.53,400.01,23332.58,2011.28,9975.06,9295.44,18955.21,0.02,
Total Counts,16276.57,38135.95,82539.70,79847.12,15353.32,47384.53,0.04,9674.99,53693.82,1000.03,58331.46,5028.20,24937.64,23238.61,47388.03,0.05,


 04:42:47
Interval Count,0.00,19.21,0.00,0.00,0.00,28.07,0.00,0.00,0.00,0.00,15.00,18.09,0.00,0.12,49.82,0.00,
Average m/min.,0.00,7.68,0.00,0.00,0.00,11.22,0.00,0.00,0.00,0.00,6.00,7.24,0.00,0.05,19.92,0.00,
Distance,6510.63,15262.06,33015.88,31938.85,6141.33,18965.04,0.02,3869.99,21477.53,400.01,23338.58,2018.52,9975.06,9295.49,18975.14,0.02,
Total Counts,16276.57,38155.16,82539.70,79847.12,15353.32,47412.59,0.04,9674.99,53693.82,1000.03,58346.46,5046.29,24937.64,23238.72,47437.84,0.05,


 04:43:47
Interval Count,0.00,0.00,0.00,0.00,0.00,38.49,0.00,0.00,0.00,0.00,29.59,18.33,0.00,0.45,1.68,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,15.40,0.00,0.00,0.00,0.00,11.83,7.33,0.00,0.18,0.67,0.00,
Distance,6510.63,15262.06,33015.88,31938.85,6141.33,18980.43,0.02,3869.99,21477.53,400.01,23350.42,2025.85,9975.06,9295.67,18975.81,0.02,
Total Counts,16276.57,38155.16,82539.70,79847.12,15353.32,47451.08,0.04,9674.99,53693.82,1000.03,58376.05,5064.62,24937.64,23239.17,47439.53,0.05,


 04:44:47
Interval Count,0.00,0.00,0.00,0.00,0.00,12.18,0.00,0.00,0.00,0.00,0.00,17.39,0.00,0.37,4.42,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,4.88,0.00,0.00,0.00,0.00,0.00,6.96,0.00,0.15,1.77,0.00,
Distance,6510.63,15262.06,33015.88,31938.85,6141.33,18985.31,0.02,3869.99,21477.53,400.01,23350.42,2032.81,9975.06,9295.82,18977.58,0.02,
Total Counts,16276.57,38155.16,82539.70,79847.12,15353.32,47463.26,0.04,9674.99,53693.82,1000.03,58376.05,5082.01,24937.64,23239.54,47443.95,0.05,


 04:45:47
Interval Count,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,65.79,0.00,
Average m/min.,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,26.31,0.00,
Distance,6510.63,15262.06,33015.88,31938.85,6141.33,18985.31,0.02,3869.99,21477.53,400.01,23350.42,2037.81,9975.06,9295.82,19003.89,0.02,
Total Counts,16276.57,38155.16,82539.70,79847.12,15353.32,47463.26,0.04,9674.99,53693.82,1000.03,58376.05,5094.51,24937.64,23239.54,47509.74,0.05,


 04:46:47
Interval Count,0.00,0.00,0.00,39.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.80,0.33,57.61,0.00,
Average m/min.,0.00,0.00,0.00,15.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.20,0.32,0.13,23.04,0.00,
Distance,6510.63,15262.06,33015.88,31954.65,6141.33,18985.31,0.02,3869.99,21477.53,400.01,23350.42,2043.01,9975.38,9295.95,19026.94,0.02,
Total Counts,16276.57,38155.16,82539.70,79886.63,15353.32,47463.26,0.04,9674.99,53693.82,1000.03,58376.05,5107.51,24938.45,23239.87,47567.34,0.05,


 04:47:47
Interval Count,0.00,0.00,0.00,33.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,0.50,43.88,0.00,
Average m/min.,0.00,0.00,0.00,13.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.20,17.55,0.00,
Distance,6510.63,15262.06,33015.88,31968.01,6141.33,18985.31,0.02,3869.99,21477.53,400.01,23350.42,2043.01,9975.52,9296.15,19044.49,0.02,
Total Counts,16276.57,38155.16,82539.70,79920.03,15353.32,47463.26,0.04,9674.99,53693.82,1000.03,58376.05,5107.51,24938.80,23240.37,47611.22,0.05,


 04:48:47
Interval Count,0.00,49.01,0.00,50.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.53,0.12,49.20,0.00,
Average m/min.,0.00,19.61,0.00,20.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.04,19.68,0.00,
Distance,6510.63,15281.67,33015.88,31988.08,6141.33,18985.31,0.02,3869.99,21477.53,400.01,23350.42,2043.01,9976.93,9296.19,19064.17,0.02,
Total Counts,16276.57,38204.17,82539.70,79970.21,15353.32,47463.26,0.04,9674.99,53693.82,1000.03,58376.05,5107.51,24942.33,23240.49,47660.42,0.05,


 04:49:47
Interval Count,0.00,60.66,0.00,49.58,0.00,0.00,0.00,0.00,0.00,0.00,34.78,0.00,39.07,0.00,26.28,0.00,
Average m/min.,0.00,24.25,0.00,19.83,0.00,0.00,0.00,0.00,0.00,0.00,13.92,0.00,15.63,0.00,10.51,0.00,
Distance,6510.63,15305.93,33015.88,32007.92,6141.33,18985.31,0.02,3869.99,21477.53,400.01,23364.33,2043.01,9992.56,9296.19,19074.68,0.02,
Total Counts,16276.57,38264.83,82539.70,80019.79,15353.32,47463.26,0.04,9674.99,53693.82,1000.03,58410.83,5107.51,24981.39,23240.49,47686.70,0.05,


 04:50:47
Interval Count,0.00,3.68,0.00,43.86,0.00,0.00,0.00,0.00,0.00,0.00,21.75,0.00,8.29,0.00,0.00,0.00,
Average m/min.,0.00,1.48,0.00,17.54,0.00,0.00,0.00,0.00,0.00,0.00,8.69,0.00,3.31,0.00,0.00,0.00,
Distance,6510.63,15307.41,33015.88,32025.46,6141.33,18985.31,0.02,3869.99,21477.53,400.01,23373.03,2043.01,9995.87,9296.19,19074.68,0.02,
Total Counts,16276.57,38268.51,82539.70,80063.64,15353.32,47463.26,0.04,9674.99,53693.82,1000.03,58432.58,5107.51,24989.68,23240.49,47686.70,0.05,


 04:51:47
Interval Count,0.00,0.00,0.00,9.25,0.00,0.00,0.00,0.00,0.00,0.00,6.16,0.00,0.00,0.18,0.00,0.00,
Average m/min.,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,2.46,0.00,0.00,0.08,0.00,0.00,
Distance,6510.63,15307.41,33015.88,32029.16,6141.33,18985.31,0.02,3869.99,21477.53,400.01,23375.49,2043.01,9995.87,9296.27,19074.68,0.02,
Total Counts,16276.57,38268.51,82539.70,80072.89,15353.32,47463.26,0.04,9674.99,53693.82,1000.03,58438.74,5107.51,24989.68,23240.67,47686.70,0.05,


 04:52:47
Interval Count,0.00,24.96,0.00,0.00,0.00,0.76,0.00,7.74,0.00,0.00,38.05,9.24,0.00,0.00,0.00,0.00,
Average m/min.,0.00,9.98,0.00,0.00,0.00,0.30,0.00,3.10,0.00,0.00,15.22,3.69,0.00,0.00,0.00,0.00,
Distance,6510.63,15317.39,33015.88,32029.16,6141.33,18985.61,0.02,3873.09,21477.53,400.01,23390.72,2046.70,9995.87,9296.27,19074.68,0.02,
Total Counts,16276.57,38293.47,82539.70,80072.89,15353.32,47464.03,0.04,9682.72,53693.82,1000.03,58476.79,5116.75,24989.68,23240.67,47686.70,0.05,


 04:53:47
Interval Count,0.00,55.80,0.00,0.00,0.00,25.45,0.00,24.86,0.00,0.00,0.00,17.04,0.00,0.00,0.01,0.00,
Average m/min.,0.00,22.31,0.00,0.00,0.00,10.17,0.00,9.94,0.00,0.00,0.00,6.82,0.00,0.00,0.00,0.00,
Distance,6510.63,15339.71,33015.88,32029.16,6141.33,18995.79,0.02,3883.03,21477.53,400.01,23390.72,2053.52,9995.87,9296.27,19074.68,0.02,
